file,flow_id,window_size,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,initial_packets,handshake_packets,zerortt_packets,onertt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
traffic_record_QUIC_CONNECT_7.pcap,172.16.0.28:54970->172.19.0.8:443,14,172.16.0.28,54970,172.19.0.8,443,14,12,2,8498,5910,2588,607.0,91,1294,594.9602627787121,353977.71428571426,0.9801651775596576,492.5,91,1294,566.7470776281074,321202.25,1.1507554875697612,1294.0,1294,1294,0.0,0.0,0.0,0.27839277340815616,0.0,1.6006181240081787,0.4463235864061564,0.19920474378245376,0.3290096413005482,0.0,1.6006181240081787,0.4677791091739331,0.21881729497955843,0.0001068115234375,0.0001068115234375,0.0001068115234375,0.0,0.0,0,14,0.0,1.0,0,0.0,1.0,4,10,0,0,0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.5916727785823275,0.9852281360342515,3.6191060543060303
traffic_record_QUIC_CONNECT_7.pcap,172.16.0.32:33964->172.19.0.8:443,14,172.16.0.32,33964,172.19.0.8,443,14,11,3,11172,8225,2947,798.0,91,1294,576.4192422682842,332259.14285714284,0.7223298775291781,747.7272727272727,91,1294,598.4126109070246,358097.652892562,0.8003086589638019,982.3333333333334,359,1294,440.76322693961464,194272.22222222222,0.44869008510988934,0.10295231525714581,1.5020370483398438e-05,0.4105679988861084,0.14679202440891082,0.02154789843006627,0.1254509925842285,1.5020370483398438e-05,0.4105679988861084,0.15922612464703528,0.025352958770113215,0.34456658363342285,0.0005340576171875,0.6885991096496582,0.34403252601623535,0.11835837895711165,0,14,0.0,1.0,0,0.0,1.0,6,8,0,0,0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.74959525725948,1.2638091738835462,1.3383800983428955
traffic_record_QUIC_CONNECT_7.pcap,172.16.0.54:58793->172.19.0.8:443,14,172.16.0.54,58793,172.19.0.8,443,14,11,3,11180,8225,2955,798.5714285714286,91,1294,575.9875636412542,331761.67346938775,0.7212724410534489,747.7272727272727,91,1294,598.4126109070246,358097.652892562,0.8003086589638019,985.0,367,1294,436.9919907732864,190962.0,0.44364669114039224,0.10321829869196965,0.0,0.4017820358276367,0.14499044463964872,0.021022229036803043,0.1271481990814209,0.0,0.4017820358276367,0.15658103392956035,0.02451762018645013,0.3373849391937256,0.00010991096496582031,0.6746599674224854,0.33727502822875977,0.1137544446667107,0,14,0.0,1.0,0,0.0,1.0,6,8,0,0,0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.74959525725948,1.2638091738835462,1.3418378829956055
traffic_record_QUIC_CONNECT_7.pcap,172.16.0.31:40393->172.19.0.8:443,14,172.16.0.31,40393,172.19.0.8,443,14,11,3,11178,8225,2953,798.4285714285714,91,1294,576.0948228355808,331885.2448979592,0.7215358310697916,747.7272727272727,91,1294,598.4126109070246,358097.652892562,0.8003086589638019,984.3333333333334,365,1294,437.9347998148684,191786.88888888888,0.44490497780040816,0.10345845956068772,0.0,0.4004840850830078,0.14460046575553495,0.020909294696717637,0.12913529872894286,0.0,0.4004840850830078,0.15535261697839817,0.02413443560203689,0.3291494846343994,0.00010204315185546875,0.6581969261169434,0.32904744148254395,0.10827221874620818,0,14,0.0,1.0,0,0.0,1.0,6,8,0,0,0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.74959525725948,1.2638091738835462,1.3449599742889404
traffic_record_QUIC_CONNECT_7.pcap,172.16.0.47:50440->172.19.0.8:443,14,172.16.0.47,50440,172.19.0.8,443,14,12,2,10904,8316,2588,778.8571428571429,91,1294,594.8364549716714,353830.4081632653,0.7637298578139581,693.0,91,1294,601.0008319461796,361202.0,0.8672450677434048,1294.0,1294,1294,0.0,0.0,0.0,0.16553137852595404,0.0,0.8001339435577393,0.2322375327038903,0.05393427159639051,0.1956279928034002,0.0,0.8001339435577393,0.2405535533763965,0.057866012042010834,9.799003601074219e-05,9.799003601074219e-05,9.799003601074219e-05,0.0,0.0,0,14,0.0,1.0,0,0.0,1.0,6,8,0,0,0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.5916727785823275,0.9852281360342515,2.1519079208374023
traffic_record_QUIC_CONNECT_7.pcap,172.16.0.38:50856->172.19.0.8:443,14,172.16.0.38,50856,172.19.0.8,443,14,11,3,11205,8267,2938,800.3571428571429,91,1294,573.3304466190577,328707.80102040817,0.7163432621746371,751.5454545454545,91,1294,594.3302362761516,353228.42975206615,0.7908107655785253,979.3333333333334,350,1294,445.0058676267339,198030.22222222222,0.4543967334513961,0.1334227598630465,0.0,0.4060819149017334,0.15464211660604146,0.023914184228396522,0.17344958782196046,0.0,0.4060819149017334,0.15579522978284027,0.024272153623088003,0.25168442726135254,0.0001399517059326172,0.5032289028167725,0.2515444755554199,0.06327462318245125,0,14,0.0,1.0,0,0.0,1.0,6,8,0,0,0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.74959525725948,1.5216406363433184,1.7344958782196045
traffic_record_QUIC_CONNECT_7.pcap,172.16.0.63:44874->172.19.0.8:443,14,172.16.0.63,44874,172.19.0.8,443,14,11,3,16916,13034,3882,1208.2857142857142,94,1294,309.0472521826277,95510.20408163266,0.2557733229224869,1184.909090909091,94,1294,344.9757447456414,119008.26446280992,0.29114110727344295,1294.0,1294,1294,0.0,0.0,0.0,0.24103546142578125,0.0,1.6004908084869385,0.45270439276808155,0.20494126723151743,0.3133100032806396,0.0,1.6004908084869385,0.4937641375999882,0.2438030235798601,0.0004839897155761719,0.0002510547637939453,0.0007169246673583984,0.00023293495178222656,5.4258691761788214e-08,0,14,0.0,1.0,0,0.0,1.0,10,4,0,0,0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.74959525725948,0.37123232664087563,3.1334609985351562
traffic_record_QUIC_CONNECT_7.pcap,172.16.0.37:59655->172.19.0.8:443,14,172.16.0.37,59655,172.19.0.8,443,14,10,4,15717,10541,5176,1122.642857142857,94,1294,419.7376063247911,176179.65816326533,0.3738834693991904,1054.1,94,1294,479.80005210504095,230208.09,0.45517508026282233,1294.0,1294,1294,0.0,0.0,0.0,0.30452908002413237,1.4066696166992188e-05,1.805696964263916,0.5159912393592404,0.2662469590954849,0.43987533781263566,1.4066696166992188e-05,1.8059899806976318,0.5703156876563463,0.3252599835869312,0.00029969215393066406,0.00011396408081054688,0.0006420612335205078,0.00024238255486727124,5.874930290398576e-08,0,14,0.0,1.0,0,0.0,1.0,8,6,0,0,0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.863120568566631,0.5916727785823275,3.9588780403137207
traffic_record_QUIC_CONNECT_7.pcap,172.16.0.42:52135->172.19.0.8:443,14,172.16.0.42,52135,172.19.0.8,443,14,11,3,16916,13034,3882,1208.2857142857142,94,1294,309.0472521826277,95510.20408163266,0.2557733229224869,1184.909090909091,94,1294,344.9757447456414,119008.26446280992,0.29114110727344295,1294.0,1294,1294,0.0,0.0,0.0,0.2390582928290734,0.0,1.5986709594726562,0.4527949918105989,0.20502330460876034,0.31060869693756105,0.0,1.5986709594726562,0.4943202045777601,0.24435246465379862,0.00099945068359375,0.00025010108947753906,0.001748800277709961,0.0007493495941162109,5.615248142021301e-07,0,14,0.0,1.0,0,0.0,1.0,10,4,0,0,0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.74959525725948,0.37123232664087563,3.107757806777954
traffic_record_QUIC_CONNECT_7.pcap,172.16.0.55:33659->172.19.0.8:443,14,172.16.0.55,33659,172.19.0.8,443,14,10,4,15716,10540,5176,1122.5714285714287,94,1294,419.9125273342591,176326.53061224488,0.3740630811071282,1054.0,94,1294,480.0,230400.0,0.45540796963946867,1294.0,1294,1294,0.0,0.0,0.0,0.16315267636225775,0.0,0.8003768920898438,0.2784582024861969,0.07753897053184383,0.2356649769677056,0.0,0.8003768920898438,0.30824862560452143,0.09501721518707644,0.0010179678599039714,0.0001049041748046875,0.002705097198486328,0.001194329426087376,1.4264227780182007e-06,0,14,0.0,1.0,0,0.0,1.0,8,6,0,0,0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.863120568566631,0.5916727785823275,2.1209847927093506
