file,flow_id,window_size,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,initial_packets,handshake_packets,onertt_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
QUIC_CONNECT4.pcap,172.16.0.56:45378->172.19.0.8:443,22,172.16.0.56,45378,172.19.0.8,443,22,12,10,9359,5935,3424,425.40909090909093,63,1294,535.0949498658166,286326.6053719008,1.2578361894484416,494.5833333333333,86,1294,565.4009577773596,319678.24305555556,1.143186435270146,342.4,63,1294,483.39635910916826,233672.03999999998,1.4117884319777112,0.0913733300708589,0.0,0.5831480026245117,0.14600196629093526,0.021316574160819394,0.12142653898759322,0.0,0.34360218048095703,0.10754291598642624,0.011565478778863532,0.17529511451721191,8.606910705566406e-05,0.5833299160003662,0.2250011531201834,0.05062551890541221,11,11,0.5,0.5,0,0.0,1.0,4,7,11,0,0,0.18181818181818182,0.3181818181818182,0.0,0.5,0.0,0.9940302114769565,2.4696844590546907,1.918839931488037
QUIC_CONNECT4.pcap,172.16.0.25:48086->172.19.0.8:443,22,172.16.0.25,48086,172.19.0.8,443,22,11,11,13971,5852,8119,635.0454545454545,63,1294,601.7138006842492,362059.4979338844,0.9475129636427947,532.0,86,1294,576.1459726650719,331944.1818181818,1.082981151626075,738.0909090909091,63,1294,609.0468640791348,370938.08264462807,0.8251651071401014,0.03657371657235282,0.0,0.20042014122009277,0.06437022721221462,0.004143526151352136,0.05796480178833008,0.0,0.20042014122009277,0.07064791367553154,0.004991127706705356,0.05562050342559814,8.702278137207031e-05,0.20632696151733398,0.07479707533329095,0.005594602478414003,8,14,0.36363636363636365,0.6363636363636364,0,0.0,1.0,4,10,8,0,0,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365,0.0,1.0,2.1535654389463628,0.7680480480194092
QUIC_CONNECT4.pcap,172.16.0.30:33900->172.19.0.8:443,22,172.16.0.30,33900,172.19.0.8,443,22,11,11,13971,5852,8119,635.0454545454545,63,1294,601.7138006842492,362059.4979338844,0.9475129636427947,532.0,86,1294,576.1459726650719,331944.1818181818,1.082981151626075,738.0909090909091,63,1294,609.0468640791348,370938.08264462807,0.8251651071401014,0.03738461221967425,6.699562072753906e-05,0.20665502548217773,0.06533908234860211,0.004269195682157408,0.05784218311309815,6.699562072753906e-05,0.1988217830657959,0.06830197309598432,0.004665159528804566,0.05661139488220215,0.00010609626770019531,0.2068939208984375,0.07664367061766236,0.005874252245748722,8,14,0.36363636363636365,0.6363636363636364,0,0.0,1.0,4,10,8,0,0,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365,0.0,1.0,2.1535654389463628,0.7850768566131592
QUIC_CONNECT4.pcap,172.16.0.34:41559->172.19.0.8:443,22,172.16.0.34,41559,172.19.0.8,443,22,11,11,13971,5852,8119,635.0454545454545,63,1294,601.7138006842492,362059.4979338844,0.9475129636427947,532.0,86,1294,576.1459726650719,331944.1818181818,1.082981151626075,738.0909090909091,63,1294,609.0468640791348,370938.08264462807,0.8251651071401014,0.03813618705386207,0.0,0.21342897415161133,0.0645740620070536,0.004169809484090802,0.05874309539794922,0.0,0.19597387313842773,0.0651403401420182,0.0042432639138178276,0.05714669227600098,8.797645568847656e-05,0.2136070728302002,0.07558021328945495,0.005712368640879504,8,14,0.36363636363636365,0.6363636363636364,0,0.0,1.0,4,10,8,0,0,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365,0.0,1.0,2.1535654389463628,0.8008599281311035
QUIC_CONNECT4.pcap,172.16.0.36:59849->172.19.0.8:443,22,172.16.0.36,59849,172.19.0.8,443,22,11,11,13971,5852,8119,635.0454545454545,63,1294,601.7138006842492,362059.4979338844,0.9475129636427947,532.0,86,1294,576.1459726650719,331944.1818181818,1.082981151626075,738.0909090909091,63,1294,609.0468640791348,370938.08264462807,0.8251651071401014,0.036491132917858306,0.0,0.19910383224487305,0.061312165585466434,0.0037591816487796545,0.05780749320983887,0.0,0.19910383224487305,0.06460031099031972,0.004173200180046023,0.05277597904205322,9.393692016601562e-05,0.18846988677978516,0.06968161375608344,0.004855527295651996,8,14,0.36363636363636365,0.6363636363636364,0,0.0,1.0,4,10,8,0,0,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365,0.0,1.0,2.1535654389463628,0.7663137912750244
QUIC_CONNECT4.pcap,172.16.0.46:39970->172.19.0.8:443,22,172.16.0.46,39970,172.19.0.8,443,22,11,11,13971,5852,8119,635.0454545454545,63,1294,601.7138006842492,362059.4979338844,0.9475129636427947,532.0,86,1294,576.1459726650719,331944.1818181818,1.082981151626075,738.0909090909091,63,1294,609.0468640791348,370938.08264462807,0.8251651071401014,0.0364691416422526,0.0,0.1996159553527832,0.06068306537651871,0.0036824344234908444,0.05778989791870117,0.0,0.1996159553527832,0.0633784599357982,0.004016829183833578,0.051783204078674316,7.987022399902344e-05,0.18822312355041504,0.06817148715885375,0.004647351661449761,8,14,0.36363636363636365,0.6363636363636364,0,0.0,1.0,4,10,8,0,0,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365,0.0,1.0,2.1535654389463628,0.7658519744873047
QUIC_CONNECT4.pcap,172.16.0.39:52822->172.19.0.8:443,22,172.16.0.39,52822,172.19.0.8,443,22,11,11,13971,5852,8119,635.0454545454545,63,1294,601.7138006842492,362059.4979338844,0.9475129636427947,532.0,86,1294,576.1459726650719,331944.1818181818,1.082981151626075,738.0909090909091,63,1294,609.0468640791348,370938.08264462807,0.8251651071401014,0.03556470643906366,0.0,0.20005178451538086,0.05896754660580334,0.003477171552707589,0.05682988166809082,0.0,0.20005178451538086,0.062119500482881944,0.00385883234024277,0.04896869659423828,9.608268737792969e-05,0.17870402336120605,0.06482199725816022,0.004201891328536931,8,14,0.36363636363636365,0.6363636363636364,0,0.0,1.0,4,10,8,0,0,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365,0.0,1.0,2.1535654389463628,0.7468588352203369
QUIC_CONNECT4.pcap,172.16.0.50:41587->172.19.0.8:443,22,172.16.0.50,41587,172.19.0.8,443,22,11,11,13971,5852,8119,635.0454545454545,63,1294,601.7138006842492,362059.4979338844,0.9475129636427947,532.0,86,1294,576.1459726650719,331944.1818181818,1.082981151626075,738.0909090909091,63,1294,609.0468640791348,370938.08264462807,0.8251651071401014,0.03531919206891741,9.5367431640625e-07,0.19487714767456055,0.05782653080650047,0.0033439076651151484,0.05635271072387695,9.5367431640625e-07,0.19487714767456055,0.06037432719565371,0.0036450593843278508,0.04804558753967285,8.702278137207031e-05,0.17836809158325195,0.06332496421843924,0.00401005109326661,8,14,0.36363636363636365,0.6363636363636364,0,0.0,1.0,4,10,8,0,0,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365,0.0,1.0,2.1535654389463628,0.7417030334472656
QUIC_CONNECT4.pcap,172.16.0.54:34399->172.19.0.8:443,22,172.16.0.54,34399,172.19.0.8,443,22,15,7,16653,8789,7864,756.9545454545455,83,1394,597.9113249298251,357497.95247933886,0.7898906592479524,585.9333333333333,83,1394,592.4038562407312,350942.3288888889,1.0110431042907007,1123.4285714285713,100,1294,417.8129646975878,174567.67346938775,0.3719087936016168,0.07277690796625047,0.0,0.501561164855957,0.12116113005550033,0.014680019436325867,0.10054714339120048,0.0,0.7252540588378906,0.19094034638901802,0.03645821587915819,0.20961900552113852,9.894371032714844e-05,1.1091670989990234,0.4058717810483821,0.16473190265138585,5,17,0.22727272727272727,0.7727272727272727,0,0.0,1.0,5,12,5,0,0,0.22727272727272727,0.5454545454545454,0.0,0.22727272727272727,0.0,0.9023932827949788,2.2065442182128785,1.5283150672912598
QUIC_CONNECT4.pcap,172.16.0.29:54977->172.19.0.8:443,22,172.16.0.29,54977,172.19.0.8,443,22,11,11,13971,5852,8119,635.0454545454545,63,1294,601.7138006842492,362059.4979338844,0.9475129636427947,532.0,86,1294,576.1459726650719,331944.1818181818,1.082981151626075,738.0909090909091,63,1294,609.0468640791348,370938.08264462807,0.8251651071401014,0.03530171939304897,0.0,0.19565606117248535,0.057386421204653495,0.0032932013386779042,0.056320714950561526,0.0,0.19565606117248535,0.059063204052587984,0.003488462072957646,0.04613971710205078,8.797645568847656e-05,0.17828702926635742,0.060673583840984806,0.003681283776109012,8,14,0.36363636363636365,0.6363636363636364,0,0.0,1.0,4,10,8,0,0,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365,0.0,1.0,2.1535654389463628,0.7413361072540283
