file,flow_id,window_size,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,onertt_packets,handshake_packets,initial_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
normal_traffic_recording_15.pcap,172.19.0.17:50719->172.19.0.8:443,25,172.19.0.8,443,172.19.0.17,50719,25,22,3,27974,27559,415,1118.96,131,1294,401.025832584386,160821.7184,0.3583915712665207,1252.6818181818182,411,1294,183.67248182161745,33735.580578512396,0.14662341159242293,138.33333333333334,131,142,5.185449728701348,26.888888888888886,0.03748517876169649,0.0009663701057434082,0.0,0.015468120574951172,0.003156323839073711,9.96238017710501e-06,0.0011044229779924666,2.193450927734375e-05,0.021303892135620117,0.00452351546172397,2.0462192132455824e-05,0.007734060287475586,0.0,0.015468120574951172,0.007734060287475586,5.981568853030694e-05,23,2,0.92,0.08,0,0.0,1.0,23,2,0,0,0,0.0,0.08,0.0,0.92,0.0,0.5293608652873644,0.8743095546405661,0.023192882537841797
normal_traffic_recording_15.pcap,172.19.0.40:45664->172.19.0.8:443,25,172.19.0.40,45664,172.19.0.8,443,25,1,24,31139,131,31008,1245.56,131,1292,227.50860730970163,51760.16640000002,0.18265567881892614,131.0,131,131,0.0,0.0,0.0,1292.0,1292,1292,0.0,0.0,0.0,3.387530644734701e-05,2.5033950805664062e-05,0.00014209747314453125,2.3080974629897166e-05,5.327313898659566e-10,0.0,0.0,0.0,0.0,0.0,2.9169994851817254e-05,2.5033950805664062e-05,3.981590270996094e-05,4.953246525594454e-06,2.4534651143313527e-11,25,0,1.0,0.0,0,0.0,1.0,25,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.24229218908241482,0.24229218908241482,0.0008130073547363281
normal_traffic_recording_15.pcap,172.19.0.21:38617->172.19.0.8:443,25,172.19.0.21,38617,172.19.0.8,443,25,8,17,21169,2607,18562,846.76,69,1399,558.3984441239069,311808.8224,0.6594530257970462,325.875,131,1399,413.96571038553424,171367.609375,1.2703205535421074,1091.8823529411766,69,1294,436.0427505151491,190133.2802768166,0.3993495721774342,0.02420949935913086,0.0,0.29715919494628906,0.060986806909230376,0.0037193906169837496,0.08288155283246722,0.0,0.3672771453857422,0.12055017876201544,0.01453234559955388,0.03305606544017792,2.6941299438476562e-05,0.3364701271057129,0.08608684220011478,0.0074109443999874625,18,7,0.72,0.28,0,0.0,1.0,18,6,1,0,0,0.04,0.24,0.0,0.72,0.0,0.9043814577244937,2.051346433249389,0.5810279846191406
normal_traffic_recording_15.pcap,172.19.0.36:46484->172.19.0.8:443,25,172.19.0.36,46484,172.19.0.8,443,25,3,22,26375,393,25982,1055.0,71,1292,474.1822434465466,224848.8,0.449461842129428,131.0,131,131,0.0,0.0,0.0,1181.0,71,1292,351.0128202786901,123210.0,0.29721661327577487,0.5061840911706289,2.288818359375e-05,12.054353952407837,2.407983294874065,5.798383548392557,6.0738595724105835,0.06789398193359375,12.079825162887573,6.00596559047699,36.071622673993616,0.577283189410255,2.288818359375e-05,12.079983949661255,2.5720979044833303,6.61568763024754,25,0,1.0,0.0,0,0.0,1.0,25,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.5293608652873644,0.9161182137782959,12.148418188095093
normal_traffic_recording_15.pcap,172.19.0.22:58144->172.19.0.8:443,25,172.19.0.22,58144,172.19.0.8,443,25,1,24,31139,131,31008,1245.56,131,1292,227.50860730970163,51760.16640000002,0.18265567881892614,131.0,131,131,0.0,0.0,0.0,1292.0,1292,1292,0.0,0.0,0.0,3.8375457127889e-05,2.8133392333984375e-05,0.0001919269561767578,3.239024688146458e-05,1.049128093042226e-09,0.0,0.0,0.0,0.0,0.0,3.1699304995329484e-05,2.8133392333984375e-05,5.078315734863281e-05,5.003816825905097e-06,2.503818282721096e-11,25,0,1.0,0.0,0,0.0,1.0,25,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.24229218908241482,0.24229218908241482,0.0009210109710693359
normal_traffic_recording_15.pcap,172.19.0.35:51164->172.19.0.8:443,25,172.19.0.35,51164,172.19.0.8,443,25,6,19,25948,2347,23601,1037.92,131,1399,466.33875412622524,217471.83359999998,0.44930125069969284,391.1666666666667,131,1399,460.01210732858857,211611.13888888888,1.176000274380712,1242.157894736842,337,1294,213.34929678270126,45517.922437673136,0.17175698652054253,0.0012837052345275879,0.0,0.013644933700561523,0.0034845599279228075,1.2142157891285402e-05,0.005530166625976563,0.0,0.015193939208984375,0.006547748643157196,4.28730122939669e-05,0.0009535551071166992,1.5974044799804688e-05,0.01532888412475586,0.0034933465751827803,1.2203470294341261e-05,18,7,0.72,0.28,0,0.0,1.0,18,6,1,0,0,0.04,0.24,0.0,0.72,0.0,0.7950402793845223,1.4513146886497212,0.03080892562866211
normal_traffic_recording_15.pcap,172.19.0.27:49510->172.19.0.8:443,25,172.19.0.27,49510,172.19.0.8,443,25,3,22,26375,393,25982,1055.0,71,1292,474.1822434465466,224848.8,0.449461842129428,131.0,131,131,0.0,0.0,0.0,1181.0,71,1292,351.0128202786901,123210.0,0.29721661327577487,0.4678578774134318,2.4080276489257812e-05,11.128649950027466,2.222958215918936,4.941543229721497,5.613787055015564,0.0726311206817627,11.154942989349365,5.541155934333801,30.704409088602702,0.533442667552403,2.4080276489257812e-05,11.15395188331604,2.374839549627103,5.639862886473062,25,0,1.0,0.0,0,0.0,1.0,25,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.5293608652873644,0.9161182137782959,11.228589057922363
normal_traffic_recording_15.pcap,172.19.0.24:42049->172.19.0.8:443,25,172.19.0.24,42049,172.19.0.8,443,25,4,21,25214,524,24690,1008.56,71,1292,504.5754714609104,254596.4064,0.5002929636917094,131.0,131,131,0.0,0.0,0.0,1175.7142857142858,71,1292,358.4166427440533,128462.48979591836,0.3048501214104949,0.7013577918211619,2.5987625122070312e-05,15.000709056854248,3.002222096062644,9.013337514086773,5.6106053193410235,0.016180038452148438,15.028594970703125,6.698650804248184,44.871922597254844,0.8402350544929504,2.5987625122070312e-05,15.026273012161255,3.277420025545693,10.74148202384793,25,0,1.0,0.0,0,0.0,1.0,25,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.6343095546405662,1.0154312795575997,16.832587003707886
normal_traffic_recording_15.pcap,172.19.0.37:35944->172.19.0.8:443,25,172.19.0.37,35944,172.19.0.8,443,25,6,19,24687,2322,22365,987.48,68,1399,502.23620896944493,252241.20959999997,0.5086039301752389,387.0,131,1399,462.0205623129776,213463.0,1.1938515822040765,1177.1052631578948,68,1294,338.6193165654413,114663.04155124656,0.28767122802340195,0.025554458300272625,0.0,0.39519405364990234,0.08156948412975658,0.006653580741194609,0.12249341011047363,0.0,0.5123410224914551,0.19644473344304952,0.038590533297510776,0.027568936347961426,2.384185791015625e-05,0.40499210357666016,0.0938568413389867,0.008809106666131723,20,5,0.8,0.2,0,0.0,1.0,20,4,1,0,0,0.04,0.16,0.0,0.8,0.0,0.7950402793845223,1.6741859576379552,0.613306999206543
normal_traffic_recording_15.pcap,172.19.0.39:49591->172.19.0.8:443,25,172.19.0.8,443,172.19.0.39,49591,25,21,4,26811,26265,546,1072.44,131,1294,443.2546067442503,196474.64639999997,0.4133141310882196,1250.7142857142858,411,1294,187.76813027854146,35256.87074829932,0.15012871638489894,136.5,131,142,5.5,30.25,0.040293040293040296,0.0008985797564188639,2.193450927734375e-05,0.00864100456237793,0.0019632578655145324,3.854381446504677e-06,0.0010782957077026367,2.193450927734375e-05,0.01358795166015625,0.003073005768162213,9.443364451158232e-06,0.003963629404703776,6.198883056640625e-05,0.00864100456237793,0.003545062372722436,1.2567467226492428e-05,23,2,0.92,0.08,0,0.0,1.0,23,2,0,0,0,0.0,0.08,0.0,0.92,0.0,0.6343095546405662,1.0263137138648348,0.021565914154052734
