file,flow_id,window_size,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,handshake_packets,onertt_packets,initial_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
traffic_record_scan_5.pcap,172.16.0.30:58275->172.19.0.8:443,30,172.16.0.30,58275,172.19.0.8,443,30,9,21,27057,830,26227,901.9,86,1294,554.7472908150762,307744.5566666667,0.6150873609214726,92.22222222222223,86,128,13.18060677896615,173.7283950617284,0.14292224218156066,1248.904761904762,375,1294,195.41309230445876,38186.27664399092,0.15646756923756563,0.0005339014119115369,7.867813110351562e-06,0.01176905632019043,0.0021588002223279206,4.660418399923079e-06,0.0019353926181793213,3.0040740966796875e-05,0.013759136199951172,0.004477594068140016,2.004884863904266e-05,0.00018520355224609374,2.7179718017578125e-05,0.0030090808868408203,0.0006478666003446443,4.19731131842127e-07,28,2,0.9333333333333333,0.06666666666666667,0,0.0,1.0,2,28,0,0,0,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.8812908992306927,1.3705557172035028,0.01548314094543457
traffic_record_scan_5.pcap,172.16.0.54:46223->172.19.0.8:443,30,172.19.0.8,443,172.16.0.54,46223,30,19,11,25848,23638,2210,861.6,86,1294,568.5249686689231,323220.63999999996,0.6598479209249339,1244.1052631578948,374,1294,205.0873741236421,42060.83102493074,0.16484728438739316,200.9090909090909,86,1294,345.8758196876852,119630.08264462811,1.7215538536491117,0.0003124187732564992,6.9141387939453125e-06,0.005053043365478516,0.0009833156488084013,9.669096651914873e-07,0.0004963874816894531,2.8133392333984375e-05,0.005316972732543945,0.001334532053935849,1.7809758029822358e-06,0.0003978967666625977,2.384185791015625e-05,0.0024480819702148438,0.0007034685884552727,4.948680549432538e-07,25,5,0.8333333333333334,0.16666666666666666,0,0.0,1.0,4,25,1,0,0,0.03333333333333333,0.13333333333333333,0.0,0.8333333333333334,0.0,0.9480782435939055,1.4165365037609146,0.009060144424438477
traffic_record_scan_5.pcap,172.16.0.56:41305->172.19.0.8:443,30,172.16.0.56,41305,172.19.0.8,443,30,7,23,31895,3074,28821,1063.1666666666667,86,1294,461.8094905429679,213268.0055555556,0.4343716794572515,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1253.0869565217392,381,1294,185.931944782862,34570.68809073724,0.14837912390291194,0.0008020647640885977,0.0,0.016438007354736328,0.003040101230278025,9.242215490337961e-06,0.003835002581278483,0.0,0.0200350284576416,0.007276937327612155,5.295381686999513e-05,0.00031008503653786397,2.3126602172851562e-05,0.003777027130126953,0.0009156752051173073,8.384610812666227e-07,24,6,0.8,0.2,0,0.0,1.0,4,24,2,0,0,0.06666666666666667,0.13333333333333333,0.0,0.8,0.0,0.783776947484701,1.080424344959478,0.023259878158569336
traffic_record_scan_5.pcap,172.16.0.39:35172->172.19.0.8:443,30,172.16.0.39,35172,172.19.0.8,443,30,8,22,30683,3160,27523,1022.7666666666667,86,1294,491.8034623257095,241870.64555555556,0.48085597463648555,395.0,86,1294,519.2051617617067,269574.0,1.3144434474979916,1251.0454545454545,377,1294,190.73457932966988,36379.679752066135,0.152460151337163,0.0005921742011760844,9.5367431640625e-07,0.009546995162963867,0.0018474358456118808,3.413019203651685e-06,0.0024398735591343473,9.5367431640625e-07,0.013122081756591797,0.004426116970899218,1.9590511440082065e-05,0.0003631455557686942,2.5987625122070312e-05,0.003759145736694336,0.0009872969065348,9.747551816531858e-07,24,6,0.8,0.2,0,0.0,1.0,4,24,2,0,0,0.06666666666666667,0.13333333333333333,0.0,0.8,0.0,0.8366407419411672,1.1721597626314753,0.017173051834106445
traffic_record_scan_5.pcap,172.16.0.35:35619->172.19.0.8:443,30,172.16.0.35,35619,172.19.0.8,443,30,7,23,31890,3074,28816,1063.0,86,1294,462.0564900528939,213496.2,0.43467214492276,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1252.8695652173913,376,1294,186.95158739696686,34950.89603024574,0.14921871564860625,0.0005655864189411031,9.5367431640625e-07,0.009095907211303711,0.0017724954295633602,3.141740047823001e-06,0.0027006864547729492,9.5367431640625e-07,0.012726068496704102,0.004547161951572087,2.067668181382487e-05,0.0003320954062721946,1.4066696166992188e-05,0.003888845443725586,0.0009869272238018265,9.740253450811807e-07,24,6,0.8,0.2,0,0.0,1.0,4,24,2,0,0,0.06666666666666667,0.13333333333333333,0.0,0.8,0.0,0.783776947484701,1.080424344959478,0.016402006149291992
traffic_record_scan_5.pcap,172.16.0.43:58421->172.19.0.8:443,30,172.16.0.43,58421,172.19.0.8,443,30,7,23,31895,3074,28821,1063.1666666666667,86,1294,461.8094905429679,213268.0055555556,0.4343716794572515,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1253.0869565217392,381,1294,185.931944782862,34570.68809073724,0.14837912390291194,0.0009719256697029903,0.0,0.00950002670288086,0.0023226094206998393,5.394514521123644e-06,0.004667162895202637,0.0,0.012719869613647461,0.0049186740178046905,2.4193354093426933e-05,0.0008493553508411754,2.288818359375e-05,0.009189128875732422,0.0026031366065513086,6.776320192367462e-06,24,6,0.8,0.2,0,0.0,1.0,4,24,2,0,0,0.06666666666666667,0.13333333333333333,0.0,0.8,0.0,0.783776947484701,1.080424344959478,0.02818584442138672
traffic_record_scan_5.pcap,172.16.0.53:59391->172.19.0.8:443,30,172.16.0.53,59391,172.19.0.8,443,30,7,23,31884,3074,28810,1062.8,86,1294,462.355015112846,213772.16000000006,0.4350348279195013,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1252.608695652174,370,1294,188.17515871965733,35409.89035916823,0.15022661057105582,0.0008646619730982287,0.0,0.01129603385925293,0.002397251725378988,5.746815834832536e-06,0.004152695337931315,0.0,0.016210079193115234,0.0060428025890682515,3.6515463130449964e-05,0.0006263256072998047,2.002716064453125e-05,0.010592937469482422,0.002240203529340865,5.018511852871267e-06,24,6,0.8,0.2,0,0.0,1.0,4,24,2,0,0,0.06666666666666667,0.13333333333333333,0.0,0.8,0.0,0.783776947484701,1.080424344959478,0.025075197219848633
traffic_record_scan_5.pcap,172.16.0.33:45404->172.19.0.8:443,30,172.16.0.33,45404,172.19.0.8,443,30,7,23,31892,3074,28818,1063.0666666666666,86,1294,461.95749684239235,213404.72888888893,0.4345517654982996,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1252.9565217391305,378,1294,186.54373033428953,34798.563327032134,0.1488828439755937,0.0005719250646130792,0.0,0.009727001190185547,0.0018645809502973992,3.476662120211952e-06,0.0027229785919189453,0.0,0.013176918029785156,0.004723674224123508,2.2313098175648822e-05,0.00031176480379971593,1.7881393432617188e-05,0.0036170482635498047,0.0009142758506971348,8.359003311679695e-07,24,6,0.8,0.2,0,0.0,1.0,4,24,2,0,0,0.06666666666666667,0.13333333333333333,0.0,0.8,0.0,0.783776947484701,1.080424344959478,0.016585826873779297
traffic_record_scan_5.pcap,172.16.0.31:48542->172.19.0.8:443,30,172.16.0.31,48542,172.19.0.8,443,30,8,22,30684,3160,27524,1022.8,86,1294,491.7597245267924,241827.62666666674,0.48079754060108765,395.0,86,1294,519.2051617617067,269574.0,1.3144434474979916,1251.090909090909,378,1294,190.52628286619645,36300.2644628099,0.15228812029706157,0.0005283766779406317,0.0,0.008708000183105469,0.0016859432110716967,2.842404510958743e-06,0.002187149865286691,0.0,0.01205301284790039,0.004077815367295128,1.6628578169748298e-05,0.00031499635605585006,2.288818359375e-05,0.003537893295288086,0.000903017877190649,8.154412865259059e-07,24,6,0.8,0.2,0,0.0,1.0,4,24,2,0,0,0.06666666666666667,0.13333333333333333,0.0,0.8,0.0,0.8366407419411672,1.1721597626314753,0.01532292366027832
traffic_record_scan_5.pcap,172.16.0.37:33589->172.19.0.8:443,30,172.16.0.37,33589,172.19.0.8,443,30,10,20,28262,3332,24930,942.0666666666667,86,1294,537.7470243731918,289171.8622222222,0.5708163162973517,333.2,86,1294,480.5581754584974,230936.15999999997,1.4422514269462707,1246.5,372,1294,200.6258956366301,40250.75,0.16095138037435228,0.0010676548398774245,9.059906005859375e-06,0.009695053100585938,0.0025942941337750423,6.730362052539596e-06,0.0034272405836317274,1.1920928955078125e-05,0.013049125671386719,0.00487460032594836,2.3761728337735858e-05,0.0011193124871504935,2.2172927856445312e-05,0.010565042495727539,0.0031456137663938115,9.89488596732626e-06,24,6,0.8,0.2,0,0.0,1.0,4,24,2,0,0,0.06666666666666667,0.13333333333333333,0.0,0.8,0.0,0.9182958340544896,1.3152758995191551,0.030961990356445312
