file,flow_id,window_size,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,onertt_packets,initial_packets,handshake_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
SCAN4_HTTP3.pcap,172.16.0.35:57752->172.19.0.8:443,13,172.16.0.35,57752,172.19.0.8,443,13,2,11,14388,176,14212,1106.7692307692307,87,1292,434.4048366790793,188707.56213017757,0.39249811487545394,88.0,87,89,1.0,1.0,0.011363636363636364,1292.0,1292,1292,0.0,0.0,0.0,3.8842360178629555e-05,2.4080276489257812e-05,0.0001380443572998047,3.280695936417201e-05,1.0762965827224337e-09,0.0001380443572998047,0.0001380443572998047,0.0001380443572998047,0.0,0.0,2.5391578674316406e-05,2.4080276489257812e-05,2.8848648071289062e-05,1.3706476547055064e-06,1.8786749933497047e-12,13,0,1.0,0.0,0,0.0,1.0,13,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.6193821946787638,0.6193821946787638,0.0004661083221435547
SCAN4_HTTP3.pcap,172.16.0.35:37688->172.19.0.8:443,13,172.16.0.35,37688,172.19.0.8,443,13,4,9,12015,369,11646,924.2307692307693,90,1294,554.654868966855,307642.02366863907,0.6001259506091647,92.25,90,95,1.920286436967152,3.6875,0.020816113137855304,1294.0,1294,1294,0.0,0.0,0.0,0.008463919162750244,2.5033950805664062e-05,0.06473803520202637,0.019277782156898637,0.0003716328848888395,0.03318333625793457,0.00015211105346679688,0.06568694114685059,0.02675708350126134,0.0007159415174934717,0.012575507164001465,2.5033950805664062e-05,0.06492495536804199,0.022590714732818803,0.0005103403921395966,13,0,1.0,0.0,0,0.0,1.0,13,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.8904916402194913,0.8904916402194913,0.10156702995300293
SCAN4_HTTP3.pcap,172.16.0.35:56601->172.19.0.8:443,13,172.19.0.8,443,172.16.0.35,56601,13,10,3,7643,7277,366,587.9230769230769,67,1294,570.5473029049134,325524.224852071,0.9704454975485901,727.7,67,1294,581.8233494798915,338518.41,0.7995373773256719,122.0,121,123,0.816496580927726,0.6666666666666666,0.006692594925637099,0.040567914644877114,2.002716064453125e-05,0.18364691734313965,0.06610850292514896,0.004370334159004429,0.054090552859836154,2.002716064453125e-05,0.2557399272918701,0.08969619411902581,0.00804540723943796,0.21451497077941895,0.07227706909179688,0.356752872467041,0.14223790168762207,0.02023162067649764,13,0,1.0,0.0,0,0.0,1.0,13,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.7793498372920851,1.8262452584026092,0.4868149757385254
SCAN4_HTTP3.pcap,172.16.0.25:50696->172.19.0.8:443,13,172.16.0.25,50696,172.19.0.8,443,13,6,7,11117,2988,8129,855.1538461538462,86,1294,558.0399553042563,311408.5917159763,0.6525608904340497,498.0,86,1294,563.0239781749974,316996.0,1.1305702372991915,1161.2857142857142,373,1294,321.81747900932663,103566.48979591839,0.2771217066140099,0.0012139280637105305,0.0,0.008213043212890625,0.0023414754070886466,5.482507082000943e-06,0.0028910160064697264,0.0,0.011755943298339844,0.004492194758236374,2.017981374592636e-05,0.0010590155919392903,2.5033950805664062e-05,0.003748178482055664,0.0015031941464048418,2.259592641785781e-06,7,6,0.5384615384615384,0.46153846153846156,0,0.0,1.0,7,2,4,0,0,0.15384615384615385,0.3076923076923077,0.0,0.5384615384615384,0.0,0.9957274520849255,1.7004397181410922,0.014567136764526367
SCAN4_HTTP3.pcap,172.16.0.35:49237->172.19.0.8:443,13,172.16.0.35,49237,172.19.0.8,443,13,6,7,8724,2988,5736,671.0769230769231,94,1294,580.9941693787218,337554.2248520709,0.8657638929302366,498.0,98,1294,562.8581822567149,316809.3333333333,1.130237313768504,819.4285714285714,94,1294,554.663052709315,307651.1020408164,0.6768900573509772,0.07735973596572876,1.5020370483398438e-05,0.37888288497924805,0.11765059385738875,0.01384166223499624,0.18566336631774902,2.2172927856445312e-05,0.3791990280151367,0.15699658440730996,0.024647927515561604,0.1337111790974935,1.5020370483398438e-05,0.611616849899292,0.22108749358722213,0.048879679820679985,0,13,0.0,1.0,0,0.0,1.0,0,2,11,0,0,0.15384615384615385,0.8461538461538461,0.0,0.0,0.0,0.9957274520849255,1.7758589482446405,0.9283168315887451
SCAN4_HTTP3.pcap,172.16.0.25:43165->172.19.0.8:443,13,172.16.0.25,43165,172.19.0.8,443,13,6,7,11116,2988,8128,855.0769230769231,86,1294,558.1064775082676,311482.8402366864,0.6526973918322669,498.0,86,1294,563.0239781749974,316996.0,1.1305702372991915,1161.142857142857,372,1294,322.1674048296846,103791.83673469386,0.2774571645924941,0.0012142459551493328,0.0,0.008505821228027344,0.0023953111663053903,5.737515583427289e-06,0.002889204025268555,0.0,0.011818885803222656,0.0045187502378314405,2.0419103711901702e-05,0.0010108550389607747,2.5033950805664062e-05,0.0034608840942382812,0.0014140170327644492,1.9994441689479777e-06,7,6,0.5384615384615384,0.46153846153846156,0,0.0,1.0,7,2,4,0,0,0.15384615384615385,0.3076923076923077,0.0,0.5384615384615384,0.0,0.9957274520849255,1.7004397181410922,0.014570951461791992
SCAN4_HTTP3.pcap,172.16.0.35:42334->172.19.0.8:443,13,172.16.0.35,42334,172.19.0.8,443,13,5,8,8721,2887,5834,670.8461538461538,94,1294,581.2940267731384,337902.7455621302,0.8665086971735809,577.4,98,1294,585.102247474747,342344.64,1.013339534940677,729.25,94,1294,571.1899311962703,326257.9375,0.7832566763061644,0.023675580819447834,5.9604644775390625e-06,0.15723395347595215,0.04369223237465341,0.0019090111698807117,0.07100051641464233,5.9604644775390625e-06,0.19507193565368652,0.07475341104740613,0.00558807246322246,0.03933511461530413,2.5987625122070312e-05,0.15723395347595215,0.051897536980994606,0.0026933543446937026,0,13,0.0,1.0,0,0.0,1.0,0,2,11,0,0,0.15384615384615385,0.8461538461538461,0.0,0.0,0.0,0.9612366047228759,1.7381493331928664,0.284106969833374
SCAN4_HTTP3.pcap,172.16.0.25:41627->172.19.0.8:443,13,172.16.0.25,41627,172.19.0.8,443,13,6,7,11116,2988,8128,855.0769230769231,86,1294,558.1064775082676,311482.8402366864,0.6526973918322669,498.0,86,1294,563.0239781749974,316996.0,1.1305702372991915,1161.142857142857,372,1294,322.1674048296846,103791.83673469386,0.2774571645924941,0.0011571645736694336,0.0,0.008069038391113281,0.0022646858767139157,5.128802120187477e-06,0.002762603759765625,0.0,0.011150836944580078,0.004246551882024632,1.8033202886726938e-05,0.0009694894154866537,3.886222839355469e-05,0.0032379627227783203,0.0013288320885387196,1.7657947195301756e-06,7,6,0.5384615384615384,0.46153846153846156,0,0.0,1.0,7,2,4,0,0,0.15384615384615385,0.3076923076923077,0.0,0.5384615384615384,0.0,0.9957274520849255,1.7004397181410922,0.013885974884033203
SCAN4_HTTP3.pcap,172.16.0.35:57855->172.19.0.8:443,13,172.16.0.35,57855,172.19.0.8,443,13,6,7,8728,2988,5740,671.3846153846154,94,1294,580.8367357609774,337371.31360946747,0.86513262659174,498.0,98,1294,562.8581822567149,316809.3333333333,1.130237313768504,820.0,94,1294,554.2036758139685,307141.71428571426,0.675858141236547,0.03515392541885376,0.0,0.13819408416748047,0.050451492529941626,0.002545353098498756,0.08436942100524902,0.0,0.14638710021972656,0.05705519277414962,0.0032552950224953746,0.06572397549947102,3.1948089599609375e-05,0.2660050392150879,0.09536421361795368,0.0090943332389707,0,13,0.0,1.0,0,0.0,1.0,0,2,11,0,0,0.15384615384615385,0.8461538461538461,0.0,0.0,0.0,0.9957274520849255,1.7758589482446405,0.4218471050262451
SCAN4_HTTP3.pcap,172.16.0.25:58638->172.19.0.8:443,13,172.16.0.25,58638,172.19.0.8,443,13,6,7,11120,2988,8132,855.3846153846154,86,1294,557.8411048182556,311186.69822485204,0.6521523707407665,498.0,86,1294,563.0239781749974,316996.0,1.1305702372991915,1161.7142857142858,376,1294,320.76770156508417,102891.91836734691,0.2761158277121974,0.001220087210337321,0.0,0.008740901947021484,0.0024456276509405516,5.981094607045e-06,0.0029128074645996095,0.0,0.01194000244140625,0.004562699836738138,2.0818229800170232e-05,0.0009833574295043945,2.5987625122070312e-05,0.0033910274505615234,0.0013783379042164496,1.8998153781997946e-06,7,6,0.5384615384615384,0.46153846153846156,0,0.0,1.0,7,2,4,0,0,0.15384615384615385,0.3076923076923077,0.0,0.5384615384615384,0.0,0.9957274520849255,1.7004397181410922,0.014641046524047852
