file,flow_id,window_size,total_packets_in_flow,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,onertt_packets,initial_packets,handshake_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
SCAN4_HTTP3.pcap,172.16.0.25:35894->172.19.0.8:443,20,64,172.16.0.25,35894,172.19.0.8,443,20,10,10,15351,3344,12007,767.55,86,1294,583.6727229364072,340673.84750000003,0.7604360926798349,334.4,86,1294,479.95399779562206,230355.84,1.4352691321639417,1200.7,375,1294,275.23446368505523,75754.01,0.2292283365412303,0.000797321921900699,0.0,0.008541107177734375,0.0019330950467411944,3.7368564597353405e-06,0.0016832351684570312,0.0,0.008791208267211914,0.002658178080880173,7.065910709671799e-06,0.0007327662573920356,9.298324584960938e-05,0.005333900451660156,0.0016301403323192097,2.657357503053783e-06,13,7,0.65,0.35,0,0.0,1.0,13,2,5,0,0,0.1,0.25,0.0,0.65,0.0,1.0,1.7387586809150082,0.015149116516113281
SCAN4_HTTP3.pcap,172.16.0.35:59849->172.19.0.8:443,20,505,172.16.0.35,59849,172.19.0.8,443,20,9,11,14232,5684,8548,711.6,94,1294,586.1022436401348,343515.83999999997,0.8236400275999646,631.5555555555555,98,1294,592.5108739951269,351069.1358024691,0.9381769644539307,777.0909090909091,94,1294,572.542250055988,327804.62809917354,0.7367764097585245,0.02003058634306255,0.0,0.30443811416625977,0.06757593191459577,0.004566506574126083,0.04757264256477356,0.0,0.3138570785522461,0.10248549981030294,0.010503277671367606,0.03620080947875977,2.6941299438476562e-05,0.304915189743042,0.09028231114360237,0.00815089570543023,0,20,0.0,1.0,0,0.0,1.0,0,4,16,0,0,0.2,0.8,0.0,0.0,0.0,0.9927744539878083,1.6804820237218405,0.3805811405181885
SCAN4_HTTP3.pcap,172.16.0.25:41378->172.19.0.8:443,20,64,172.16.0.25,41378,172.19.0.8,443,20,10,10,15350,3344,12006,767.5,86,1294,583.7063902339943,340713.15,0.760529498676214,334.4,86,1294,479.95399779562206,230355.84,1.4352691321639417,1200.6,374,1294,275.53446245433616,75919.23999999998,0.22949730339358337,0.0007928923556679173,0.0,0.008407115936279297,0.0019056902238587684,3.6316552293108827e-06,0.0016738838619656032,0.0,0.008727073669433594,0.0026453104096693797,6.997667163505182e-06,0.0007362100813123914,9.989738464355469e-05,0.0052111148834228516,0.0015869309871854246,2.5183499580893063e-06,13,7,0.65,0.35,0,0.0,1.0,13,2,5,0,0,0.1,0.25,0.0,0.65,0.0,1.0,1.7387586809150082,0.01506495475769043
SCAN4_HTTP3.pcap,172.16.0.35:57116->172.19.0.8:443,20,591,172.16.0.35,57116,172.19.0.8,443,20,9,11,10625,3305,7320,531.25,86,1294,562.954782820077,316918.0875,1.059679591190733,367.22222222222223,86,1294,495.49072819619454,245511.0617283951,1.349293964830787,665.4545454545455,94,1294,579.0663902330376,335317.8842975206,0.8701817339567505,0.014438528763620477,0.0,0.07391214370727539,0.021966441362779338,0.000482524546144423,0.03429150581359863,0.0,0.1391611099243164,0.044303436337498225,0.001962794471310758,0.02579061985015869,2.6941299438476562e-05,0.07414913177490234,0.029527934881061747,0.000871898938340223,2,18,0.1,0.9,0,0.0,1.0,2,2,16,0,0,0.1,0.8,0.0,0.1,0.0,0.9927744539878083,2.163865121950854,0.27433204650878906
SCAN4_HTTP3.pcap,172.16.0.25:37014->172.19.0.8:443,20,64,172.16.0.25,37014,172.19.0.8,443,20,10,10,15353,3344,12009,767.65,86,1294,583.6056266863781,340595.5275000001,0.7602496276771681,334.4,86,1294,479.95399779562206,230355.84,1.4352691321639417,1200.9,377,1294,274.6344661545597,75424.09,0.2286905372258803,0.0008110498127184416,0.0,0.008856058120727539,0.002003128814080342,4.012525045798918e-06,0.0017122162712944879,0.0,0.009242057800292969,0.0028114939781174794,7.90449838899085e-06,0.0007245540618896484,9.298324584960938e-05,0.005142927169799805,0.001569962014563597,2.4647807271725874e-06,13,7,0.65,0.35,0,0.0,1.0,13,2,5,0,0,0.1,0.25,0.0,0.65,0.0,1.0,1.7387586809150082,0.01540994644165039
SCAN4_HTTP3.pcap,172.16.0.35:59297->172.19.0.8:443,20,604,172.16.0.35,59297,172.19.0.8,443,20,7,13,9385,3083,6302,469.25,94,1294,543.1937844821127,295059.4875,1.1575786563284236,440.42857142857144,95,1294,539.8496767336142,291437.67346938775,1.2257371836313002,484.7692307692308,94,1294,544.3542616074366,296321.5621301775,1.1229142178509481,0.022514732260453075,0.0,0.13636207580566406,0.03958738101152616,0.0015671607353517421,0.04856963952382406,0.0,0.1997978687286377,0.07363293356948533,0.005421808906048239,0.0349311629931132,9.608268737792969e-05,0.21502399444580078,0.06201452245106322,0.003845800994833424,0,20,0.0,1.0,0,0.0,1.0,0,2,18,0,0,0.1,0.9,0.0,0.0,0.0,0.934068055375491,1.647730922119161,0.4277799129486084
SCAN4_HTTP3.pcap,172.16.0.25:39971->172.19.0.8:443,20,64,172.16.0.25,39971,172.19.0.8,443,20,10,10,15346,3344,12002,767.3,86,1294,583.8418535870823,340871.30999999994,0.7609042794045123,334.4,86,1294,479.95399779562206,230355.84,1.4352691321639417,1200.2,370,1294,276.7344575581436,76581.95999999999,0.2305736190286149,0.0008192689795243112,0.0,0.009139060974121094,0.0020623796346114494,4.253409757260055e-06,0.0017295678456624348,0.0,0.009485006332397461,0.002883052355100096,8.311990882248212e-06,0.0007114410400390625,9.584426879882812e-05,0.00510406494140625,0.0015592628460117707,2.431300622952727e-06,13,7,0.65,0.35,0,0.0,1.0,13,2,5,0,0,0.1,0.25,0.0,0.65,0.0,1.0,1.7387586809150082,0.015566110610961914
SCAN4_HTTP3.pcap,172.16.0.35:48764->172.19.0.8:443,20,513,172.16.0.35,48764,172.19.0.8,443,20,8,12,10596,3187,7409,529.8,94,1294,563.8506539856099,317927.56,1.064270770074764,398.375,95,1294,517.094512033342,267386.734375,1.29800944344736,617.4166666666666,94,1294,576.5672060181324,332429.74305555556,0.9338380985581846,0.010427111073544151,0.0,0.06962394714355469,0.0183539075377195,0.00033686592190315673,0.028280019760131836,0.0,0.1020040512084961,0.03572980418472001,0.0012766189070784353,0.017221450805664062,0.00010395050048828125,0.06962394714355469,0.021651457013895575,0.0004687855908245679,0,20,0.0,1.0,0,0.0,1.0,0,2,18,0,0,0.1,0.9,0.0,0.0,0.0,0.9709505944546686,1.7393538721672006,0.19811511039733887
SCAN4_HTTP3.pcap,172.16.0.25:49418->172.19.0.8:443,20,63,172.16.0.25,49418,172.19.0.8,443,20,9,11,16545,3246,13299,827.25,86,1294,573.1032084188676,328447.2875,0.6927811525160079,360.6666666666667,86,1294,499.0506542982942,249051.55555555556,1.3836894296625533,1209.0,375,1294,263.7350598956874,69556.18181818182,0.21814314300718562,0.0008299978155838815,0.0,0.009145975112915039,0.002146761170227877,4.608583521998164e-06,0.00194588303565979,0.0,0.009613037109375,0.0031941371648602445,1.020251222794144e-05,0.0006623983383178711,8.702278137207031e-05,0.005030155181884766,0.0014653504766527904,2.14725201942656e-06,14,6,0.7,0.3,0,0.0,1.0,14,2,4,0,0,0.1,0.2,0.0,0.7,0.0,0.9927744539878083,1.590468570732828,0.01576995849609375
SCAN4_HTTP3.pcap,172.16.0.35:41908->172.19.0.8:443,20,427,172.16.0.35,41908,172.19.0.8,443,20,8,12,15409,3204,12205,770.45,86,1294,581.0227598812287,337587.44749999995,0.7541342850038661,400.5,86,1294,515.9774704383904,266232.75,1.288333259521574,1017.0833333333334,94,1294,482.7910967028654,233087.2430555555,0.47468194677872877,0.004104313097502056,0.0,0.025371074676513672,0.00755546243248803,5.708501256873794e-05,0.010932002748761858,0.0,0.025489091873168945,0.00999380346291467,9.987610765536522e-05,0.006290717558427291,8.988380432128906e-05,0.030445098876953125,0.010284938700611966,0.00010577996407534576,6,14,0.3,0.7,0,0.0,1.0,6,2,12,0,0,0.1,0.6,0.0,0.3,0.0,0.9709505944546686,1.9437519544205017,0.07798194885253906
