file,flow_id,window_size,total_packets_in_flow,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,onertt_packets,initial_packets,handshake_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
normal_traffic_recording_11.pcap,172.19.0.21:60061->172.19.0.8:443,20,35155,172.19.0.21,60061,172.19.0.8,443,20,3,17,19915,393,19522,995.75,71,1292,513.3304856522745,263508.1875,0.5155214518225203,131.0,131,131,0.0,0.0,0.0,1148.3529411764705,71,1292,393.39367218459284,154758.58131487892,0.3425720944133838,1.4099573712599904,1.5974044799804688e-05,15.000688076019287,4.135965605381784,17.106211488901113,13.394183993339539,11.762351989746094,15.026015996932983,1.6318320035934448,2.6628756879517965,1.6727413833141327,1.5974044799804688e-05,15.025590181350708,4.463561773253284,19.923383703648,20,0,1.0,0.0,0,0.0,1.0,20,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.6098403047164004,1.0540157730728001,26.78919005393982
normal_traffic_recording_11.pcap,172.19.0.38:47301->172.19.0.8:443,20,11323,172.19.0.38,47301,172.19.0.8,443,20,2,18,22297,262,22035,1114.85,71,1292,421.84360549853074,177952.02750000003,0.37838597613897007,131.0,131,131,0.0,0.0,0.0,1224.1666666666667,71,1292,279.68399827106464,78223.13888888888,0.22846888898929718,0.4340948431115401,2.002716064453125e-05,8.220839023590088,1.8353618026252752,3.3685529465358997,8.246109008789062,8.246109008789062,8.246109008789062,0.0,0.0,0.48367835493648753,2.002716064453125e-05,8.222050905227661,1.9345931375823442,3.742650607980699,20,0,1.0,0.0,0,0.0,1.0,20,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.4689955935892812,0.7475846798245739,8.247802019119263
normal_traffic_recording_11.pcap,172.19.0.27:36820->172.19.0.8:443,20,42371,172.19.0.27,36820,172.19.0.8,443,20,2,18,23518,262,23256,1175.9,131,1292,348.29999999999995,121312.88999999998,0.29619865634832887,131.0,131,131,0.0,0.0,0.0,1292.0,1292,1292,0.0,0.0,0.0,0.0012883136146946957,2.384185791015625e-05,0.023839950561523438,0.005315558136150956,2.825515829880062e-05,0.023839950561523438,0.023839950561523438,0.023839950561523438,0.0,0.0,2.8007170733283547e-05,2.384185791015625e-05,4.100799560546875e-05,5.479123960969647e-06,3.002079937967172e-11,20,0,1.0,0.0,0,0.0,1.0,20,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.4689955935892812,0.4689955935892812,0.02447795867919922
normal_traffic_recording_11.pcap,172.19.0.18:54028->172.19.0.8:443,20,37,172.19.0.8,443,172.19.0.18,54028,20,16,4,20341,19795,546,1017.05,131,1294,479.84690006292635,230253.04750000004,0.47180266463096837,1237.1875,411,1294,213.32171090573505,45506.15234375,0.17242472212638346,136.5,131,142,5.5,30.25,0.040293040293040296,0.002227469494468287,1.9073486328125e-05,0.03893303871154785,0.008670608999714774,7.517946042593484e-05,0.002821461359659831,2.09808349609375e-05,0.04165220260620117,0.010377969334781727,0.0001077022475136699,0.0010700225830078125,0.0001010894775390625,0.0028450489044189453,0.0012568924744999718,1.5797786924546624e-06,18,2,0.9,0.1,0,0.0,1.0,18,0,2,0,0,0.0,0.1,0.0,0.9,0.0,0.7219280948873623,1.1917601481809736,0.04232192039489746
normal_traffic_recording_11.pcap,172.19.0.24:36241->172.19.0.8:443,20,50412,172.19.0.24,36241,172.19.0.8,443,20,6,14,18224,2322,15902,911.2,68,1399,535.0745368637905,286304.7599999999,0.5872196409830888,387.0,131,1399,462.0205623129776,213463.0,1.1938515822040765,1135.857142857143,68,1294,386.3761781223167,149286.55102040817,0.3401626521011466,0.011398842460230776,0.0,0.11402487754821777,0.028009006245724652,0.0007845044308730425,0.04319519996643066,0.0,0.1743149757385254,0.06603577482368979,0.004360723556565062,0.012025851469773512,2.002716064453125e-05,0.1174309253692627,0.03210410489600081,0.0010306735511734233,15,5,0.75,0.25,0,0.0,1.0,15,1,4,0,0,0.05,0.2,0.0,0.75,0.0,0.8812908992306927,1.9332062193464952,0.21657800674438477
normal_traffic_recording_11.pcap,172.19.0.22:42334->172.19.0.8:443,20,18424,172.19.0.22,42334,172.19.0.8,443,20,3,17,19915,393,19522,995.75,71,1292,513.3304856522745,263508.1875,0.5155214518225203,131.0,131,131,0.0,0.0,0.0,1148.3529411764705,71,1292,393.39367218459284,154758.58131487892,0.3425720944133838,0.5957171540511282,4.601478576660156e-05,11.192502975463867,2.4977486644746243,6.23874839088477,5.658884525299072,0.09934711456298828,11.218421936035156,5.559537410736084,30.90845622137408,0.7057941854000092,4.601478576660156e-05,11.217789888381958,2.7142447455521532,7.367124538757473,20,0,1.0,0.0,0,0.0,1.0,20,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.6098403047164004,1.0540157730728001,11.318625926971436
normal_traffic_recording_11.pcap,172.19.0.40:53510->172.19.0.8:443,20,69218,172.19.0.40,53510,172.19.0.8,443,20,7,13,17064,2453,14611,853.2,68,1399,553.2336396135,306067.4600000001,0.6484219873575949,350.42857142857144,131,1399,437.027575835686,190993.10204081627,1.247123127129964,1123.923076923077,68,1294,398.2810104858245,158627.76331360944,0.35436678778425285,0.016287891488326222,2.4080276489257812e-05,0.2098691463470459,0.04654899624052085,0.002166809051000024,0.051069180170694985,7.891654968261719e-05,0.24174809455871582,0.08605250304332258,0.007405033280021044,0.02313717206319173,2.4080276489257812e-05,0.23169612884521484,0.06388309847482923,0.004081050270744729,15,5,0.75,0.25,0,0.0,1.0,15,1,4,0,0,0.05,0.2,0.0,0.75,0.0,0.934068055375491,2.019240704636849,0.30946993827819824
normal_traffic_recording_11.pcap,172.19.0.32:50714->172.19.0.8:443,20,440,172.19.0.32,50714,172.19.0.8,443,20,1,19,24909,351,24558,1245.45,351,1294,205.20269856900032,42108.14750000001,0.16476189214259931,351.0,351,351,0.0,0.0,0.0,1292.5263157894738,1292,1294,0.880694764772711,0.7756232686980608,0.0006813747263898326,0.000253639723125257,2.7894973754882812e-05,0.0041811466217041016,0.0009257564617959753,8.570250265570031e-07,0.0,0.0,0.0,0.0,0.0,3.544489542643229e-05,2.7894973754882812e-05,6.008148193359375e-05,8.176440332793924e-06,6.68541765157392e-11,20,0,1.0,0.0,0,0.0,1.0,20,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.28639695711595625,0.28639695711595625,0.004819154739379883
normal_traffic_recording_11.pcap,172.19.0.37:46291->172.19.0.8:443,20,35549,172.19.0.37,46291,172.19.0.8,443,20,4,16,17533,524,17009,876.65,71,1292,566.2991501847764,320694.7274999999,0.6459808933836496,131.0,131,131,0.0,0.0,0.0,1063.0625,71,1292,476.57140975277775,227120.30859375,0.44830046187573896,1.5915160555588572,2.6941299438476562e-05,15.00083303451538,4.599482395898106,21.155238310176586,10.079427003860474,0.18125700950622559,15.030883073806763,6.999063392094553,48.986888366558105,2.013913869857788,2.6941299438476562e-05,15.026177883148193,5.103960107343391,26.05040877735276,20,0,1.0,0.0,0,0.0,1.0,20,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.7219280948873623,1.278897902987479,30.238805055618286
normal_traffic_recording_11.pcap,172.19.0.30:51020->172.19.0.8:443,20,109,172.19.0.8,443,172.19.0.30,51020,20,17,3,21504,21089,415,1075.2,131,1294,437.5528082414739,191452.46000000002,0.40695015647458505,1240.5294117647059,411,1294,207.38373571915045,43008.01384083044,0.167173574243708,138.33333333333334,131,142,5.185449728701348,26.888888888888886,0.03748517876169649,0.0016415370138067949,1.4066696166992188e-05,0.0287020206451416,0.006391551963642746,4.085193650394544e-05,0.0019493252038955688,2.8848648071289062e-05,0.030616044998168945,0.007401718369620605,5.47854348231791e-05,0.0011570453643798828,2.8133392333984375e-05,0.0022859573364257812,0.0011289119720458984,1.2744422406285594e-06,18,2,0.9,0.1,0,0.0,1.0,18,0,2,0,0,0.0,0.1,0.0,0.9,0.0,0.6098403047164004,1.0219280948873624,0.0311892032623291
normal_traffic_recording_11.pcap,172.19.0.23:42622->172.19.0.8:443,20,86,172.19.0.23,42622,172.19.0.8,443,20,6,14,19829,4861,14968,991.45,96,1399,500.3352351174161,250335.34750000006,0.5046499925537506,810.1666666666666,131,1399,594.9214000372001,353931.47222222225,0.7343197696406503,1069.142857142857,96,1294,431.06427381918974,185816.40816326538,0.4031867873776494,0.0017639963250411185,0.0,0.016902923583984375,0.004257535444402669,1.8126608060345035e-05,0.006127405166625977,0.0,0.01998305320739746,0.007965599923739738,6.34507821450825e-05,0.001604153559758113,2.7894973754882812e-05,0.019780874252319336,0.005248009665274421,2.7541605446813743e-05,9,11,0.45,0.55,0,0.0,1.0,9,4,7,0,0,0.2,0.35,0.0,0.45,0.0,0.8812908992306927,2.0814963295286755,0.03351593017578125
normal_traffic_recording_11.pcap,172.19.0.18:40050->172.19.0.8:443,20,72,172.19.0.8,443,172.19.0.18,40050,20,18,2,22667,22383,284,1133.35,142,1294,381.95422173344275,145889.02749999994,0.3370134748607604,1243.5,411,1294,201.91259109932804,40768.694444444445,0.16237441986274873,142.0,142,142,0.0,0.0,0.0,0.0017953169973273027,9.5367431640625e-07,0.031928062438964844,0.00711270225013539,5.0590533299081045e-05,0.00200653076171875,2.002716064453125e-05,0.033674001693725586,0.007916875715076047,6.267692108796088e-05,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.0,0.0,18,2,0.9,0.1,0,0.0,1.0,18,0,2,0,0,0.0,0.1,0.0,0.9,0.0,0.4689955935892812,0.747584679824574,0.03411102294921875
normal_traffic_recording_11.pcap,172.19.0.36:51256->172.19.0.8:443,20,68111,172.19.0.36,51256,172.19.0.8,443,20,8,12,14704,2607,12097,735.2,69,1399,572.7253792176492,328014.36000000004,0.7790062285332552,325.875,131,1399,413.96571038553424,171367.609375,1.2703205535421074,1008.0833333333334,69,1294,496.26831760203623,246282.2430555555,0.4922889816668955,0.02902388572692871,2.002716064453125e-05,0.2149670124053955,0.05344645428209359,0.00285652347532792,0.07868899617876325,2.5033950805664062e-05,0.29027795791625977,0.097619233614634,0.009529514771508488,0.04693391106345437,2.002716064453125e-05,0.322037935256958,0.0999878452839317,0.009997569204523464,13,7,0.65,0.35,0,0.0,1.0,13,1,6,0,0,0.05,0.3,0.0,0.65,0.0,0.9709505944546686,2.3199730940219747,0.5514538288116455
normal_traffic_recording_11.pcap,172.19.0.22:43711->172.19.0.8:443,20,35,172.19.0.8,443,172.19.0.22,43711,20,17,3,21504,21089,415,1075.2,131,1294,437.5528082414739,191452.46000000002,0.40695015647458505,1240.5294117647059,411,1294,207.38373571915045,43008.01384083044,0.167173574243708,138.33333333333334,131,142,5.185449728701348,26.888888888888886,0.03748517876169649,0.0013057307193153783,2.288818359375e-05,0.022693157196044922,0.005051935178453787,2.5522049047298894e-05,0.0015491247177124023,2.288818359375e-05,0.02424311637878418,0.005859570560531603,3.433456715384864e-05,0.001023411750793457,2.9802322387695312e-05,0.0020170211791992188,0.0009936094284057617,9.872596962168245e-07,18,2,0.9,0.1,0,0.0,1.0,18,0,2,0,0,0.0,0.1,0.0,0.9,0.0,0.6098403047164004,1.0219280948873624,0.024808883666992188
normal_traffic_recording_11.pcap,172.19.0.22:57463->172.19.0.8:443,20,68923,172.19.0.22,57463,172.19.0.8,443,20,6,14,18225,2323,15902,911.25,68,1399,535.0256886356019,286252.4875,0.5871338146892751,387.1666666666667,131,1399,462.02107335296097,213463.47222222216,1.1933389755134591,1135.857142857143,68,1294,386.3761781223167,149286.55102040817,0.3401626521011466,0.029522619749370375,2.7894973754882812e-05,0.4757421016693115,0.1056960186842283,0.01117164836569674,0.11200900077819824,0.0011811256408691406,0.4757421016693115,0.1828257332735275,0.03342524874700302,0.042244911193847656,2.7894973754882812e-05,0.49579691886901855,0.13167816148278422,0.017339138211486197,15,5,0.75,0.25,0,0.0,1.0,15,1,4,0,0,0.05,0.2,0.0,0.75,0.0,0.8812908992306927,1.9332062193464952,0.5609297752380371
normal_traffic_recording_11.pcap,172.19.0.20:44730->172.19.0.8:443,20,2172,172.19.0.20,44730,172.19.0.8,443,20,8,12,14269,2719,11550,713.45,66,1399,553.49755871187,306359.5475,0.7758042731962577,339.875,131,1399,409.61031404860887,167780.609375,1.2051792984144432,962.5,66,1294,493.6403042702247,243680.75,0.5128730433976361,0.010497256329185084,0.0,0.1277010440826416,0.02859874325253792,0.0008178881156245832,0.028417416981288364,0.0,0.1277010440826416,0.04253693758105243,0.0018093910587743509,0.017007979479703037,3.0040740966796875e-05,0.147446870803833,0.04230995911514069,0.0017901326403248765,15,5,0.75,0.25,0,0.0,1.0,15,1,4,0,0,0.05,0.2,0.0,0.75,0.0,0.9709505944546686,2.6219280948873624,0.1994478702545166
normal_traffic_recording_11.pcap,172.19.0.38:46858->172.19.0.8:443,20,43705,172.19.0.38,46858,172.19.0.8,443,20,6,14,18224,2322,15902,911.2,68,1399,535.0745368637905,286304.7599999999,0.5872196409830888,387.0,131,1399,462.0205623129776,213463.0,1.1938515822040765,1135.857142857143,68,1294,386.3761781223167,149286.55102040817,0.3401626521011466,0.008927420565956518,2.6941299438476562e-05,0.0699319839477539,0.01821617128216416,0.00033182889618114226,0.03372340202331543,0.0022771358489990234,0.09042501449584961,0.03164424309559781,0.0010013581210932898,0.01147598486680251,2.6941299438476562e-05,0.08405518531799316,0.02704146147849188,0.0007312406388927603,15,5,0.75,0.25,0,0.0,1.0,15,1,4,0,0,0.05,0.2,0.0,0.75,0.0,0.8812908992306927,1.9332062193464952,0.16962099075317383
normal_traffic_recording_11.pcap,172.19.0.26:57957->172.19.0.8:443,20,2690,172.19.0.26,57957,172.19.0.8,443,20,14,6,9198,4178,5020,459.9,68,1399,451.2539085703303,203630.09000000003,0.9812000621229187,298.42857142857144,131,1399,312.613799687573,97727.38775510203,1.0475330769808573,836.6666666666666,68,1294,497.9419868039069,247946.22222222222,0.5951497850245899,0.013068839123374537,1.9073486328125e-05,0.182952880859375,0.04061846949940415,0.0016498600644740252,0.01910061102647048,7.390975952148438e-05,0.182952880859375,0.048464175446199374,0.0023487763016799943,0.04417343139648437,1.9073486328125e-05,0.20266294479370117,0.07955266371369073,0.006328626303943564,15,5,0.75,0.25,0,0.0,1.0,15,1,4,0,0,0.05,0.2,0.0,0.75,0.0,0.8812908992306927,3.3841837197791884,0.2483079433441162
normal_traffic_recording_11.pcap,172.19.0.31:46086->172.19.0.8:443,20,36,172.19.0.8,443,172.19.0.31,46086,20,17,3,21504,21089,415,1075.2,131,1294,437.5528082414739,191452.46000000002,0.40695015647458505,1240.5294117647059,411,1294,207.38373571915045,43008.01384083044,0.167173574243708,138.33333333333334,131,142,5.185449728701348,26.888888888888886,0.03748517876169649,0.0022455265647486635,0.0,0.026613950729370117,0.006632743429574217,4.3993285402559954e-05,0.002666562795639038,2.288818359375e-05,0.04196500778198242,0.010146891711571923,0.000102959411406367,0.007469058036804199,0.0,0.014938116073608398,0.007469058036804199,5.57868279571494e-05,18,2,0.9,0.1,0,0.0,1.0,18,0,2,0,0,0.0,0.1,0.0,0.9,0.0,0.6098403047164004,1.0219280948873624,0.04266500473022461
normal_traffic_recording_11.pcap,172.19.0.19:33649->172.19.0.8:443,20,2559,172.19.0.19,33649,172.19.0.8,443,20,11,9,12556,3657,8899,627.8,68,1399,517.1807807720623,267475.95999999996,0.8237986313667767,332.45454545454544,131,1399,346.37298961363064,119974.24793388428,1.0418657057013774,988.7777777777778,68,1294,459.17069635927527,210837.72839506174,0.4643820954302143,0.01099127217342979,2.7894973754882812e-05,0.14104509353637695,0.03142932255553938,0.0009878023163001366,0.0208834171295166,3.0994415283203125e-05,0.14104509353637695,0.04146924364359574,0.0017196981683719058,0.02285662293434143,2.7894973754882812e-05,0.16176104545593262,0.05293828462384797,0.002802461978915538,15,5,0.75,0.25,0,0.0,1.0,15,1,4,0,0,0.05,0.2,0.0,0.75,0.0,0.9927744539878083,3.208694969562842,0.20883417129516602
normal_traffic_recording_11.pcap,172.19.0.20:55068->172.19.0.8:443,20,435,172.19.0.20,55068,172.19.0.8,443,20,2,18,21617,572,21045,1080.85,68,1294,427.67362263763704,182904.72749999998,0.39568267811226077,286.0,142,430,144.0,20736.0,0.5034965034965035,1169.1666666666667,68,1294,350.6068152345144,122925.13888888889,0.2998775326310886,0.0009724215457313939,2.09808349609375e-05,0.007853984832763672,0.0022139016670049225,4.901360591167176e-06,0.01672983169555664,0.01672983169555664,0.01672983169555664,0.0,0.0,0.0009554133695714614,2.09808349609375e-05,0.007898807525634766,0.0025272091295677683,6.386785984570678e-06,18,2,0.9,0.1,0,0.0,1.0,18,0,1,1,0,0.0,0.05,0.05,0.9,0.0,0.4689955935892812,1.1219280948873622,0.018476009368896484
normal_traffic_recording_11.pcap,172.19.0.22:35876->172.19.0.8:443,20,85,172.19.0.22,35876,172.19.0.8,443,20,7,13,18668,4992,13676,933.4,96,1399,528.6470845469594,279467.74,0.5663671357906143,713.1428571428571,131,1399,599.8762797614255,359851.5510204081,0.8411726679346913,1052.0,96,1294,442.71400735428773,195995.6923076923,0.42083080546985524,0.003897102255570261,9.5367431640625e-07,0.01847100257873535,0.006643957634373305,4.414217304734732e-05,0.009225010871887207,9.5367431640625e-07,0.03564786911010742,0.012507690190974217,0.00015644231391339267,0.004019578297932942,2.193450927734375e-05,0.04715919494628906,0.013007447183569481,0.00016919368223334964,9,11,0.45,0.55,0,0.0,1.0,9,4,7,0,0,0.2,0.35,0.0,0.45,0.0,0.934068055375491,2.2232196723355075,0.07404494285583496
normal_traffic_recording_11.pcap,172.19.0.17:50803->172.19.0.8:443,20,2557,172.19.0.17,50803,172.19.0.8,443,20,8,12,15446,2674,12772,772.3,68,1399,548.2401025098401,300567.20999999996,0.7098797132070959,334.25,131,1399,409.75259303633453,167897.1875,1.2258865909837982,1064.3333333333333,68,1294,419.2913333497632,175805.22222222225,0.3939473849199153,0.007604260193674188,1.0013580322265625e-05,0.09668278694152832,0.02154815590742121,0.0004643230230105317,0.020640134811401367,6.413459777832031e-05,0.09668278694152832,0.03199582478679718,0.001023732803787425,0.01220846176147461,1.0013580322265625e-05,0.11304616928100586,0.03243737135316564,0.001052183060303171,15,5,0.75,0.25,0,0.0,1.0,15,1,4,0,0,0.05,0.2,0.0,0.75,0.0,0.9709505944546686,2.4954618442383216,0.14448094367980957
normal_traffic_recording_11.pcap,172.19.0.23:39102->172.19.0.8:443,20,2128,172.19.0.23,39102,172.19.0.8,443,20,8,12,14220,2674,11546,711.0,66,1399,555.2009546101303,308248.1,0.7808733538820398,334.25,131,1399,409.75259303633453,167897.1875,1.2258865909837982,962.1666666666666,66,1294,494.0684556707592,244103.63888888896,0.5134957100337009,0.010922256268953023,2.6941299438476562e-05,0.14681315422058105,0.032631263341429684,0.0010647993472577327,0.029593842370169505,0.00011014938354492188,0.14681315422058105,0.04901568274774621,0.0024025371552277054,0.017156254161487926,2.6941299438476562e-05,0.16757798194885254,0.04781761025154237,0.0022865238501684096,15,5,0.75,0.25,0,0.0,1.0,15,1,4,0,0,0.05,0.2,0.0,0.75,0.0,0.9709505944546686,2.6219280948873624,0.20752286911010742
normal_traffic_recording_11.pcap,172.19.0.31:57313->172.19.0.8:443,20,74,172.19.0.8,443,172.19.0.31,57313,20,18,2,22667,22383,284,1133.35,142,1294,381.95422173344275,145889.02749999994,0.3370134748607604,1243.5,411,1294,201.91259109932804,40768.694444444445,0.16237441986274873,142.0,142,142,0.0,0.0,0.0,0.0012235766962954873,9.5367431640625e-07,0.020901203155517578,0.0046553336337915975,2.167213124191128e-05,0.0013675268958596623,1.6927719116210938e-05,0.022729158401489258,0.005340413941618131,2.8520021067829303e-05,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.0,0.0,18,2,0.9,0.1,0,0.0,1.0,18,0,2,0,0,0.0,0.1,0.0,0.9,0.0,0.4689955935892812,0.747584679824574,0.023247957229614258
normal_traffic_recording_11.pcap,172.19.0.34:43778->172.19.0.8:443,20,2582,172.19.0.34,43778,172.19.0.8,443,20,8,12,14220,2674,11546,711.0,66,1399,555.2009546101303,308248.1,0.7808733538820398,334.25,131,1399,409.75259303633453,167897.1875,1.2258865909837982,962.1666666666666,66,1294,494.0684556707592,244103.63888888896,0.5134957100337009,0.00980352100573088,4.00543212890625e-05,0.13416409492492676,0.029835477532155916,0.0008901557195717804,0.026549577713012695,6.890296936035156e-05,0.13416409492492676,0.0447666282899381,0.002004051008449486,0.01548435471274636,4.00543212890625e-05,0.15427803993225098,0.04406696620872448,0.001941897510840865,15,5,0.75,0.25,0,0.0,1.0,15,1,4,0,0,0.05,0.2,0.0,0.75,0.0,0.9709505944546686,2.6219280948873624,0.18626689910888672
