file,flow_id,window_size,total_packets_in_flow,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,handshake_packets,onertt_packets,initial_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
traffic_record_scan_5.pcap,172.16.0.30:58275->172.19.0.8:443,20,54,172.16.0.30,58275,172.19.0.8,443,20,7,13,16537,658,15879,826.85,86,1292,572.7779041653056,328074.5275,0.6927228689185531,94.0,86,128,14.461772268392872,209.14285714285714,0.15384864115311567,1221.4615384615386,375,1292,244.35239854471695,59708.094674556196,0.20004919586128345,0.0008003209766588713,7.867813110351562e-06,0.01176905632019043,0.00262819245306224,6.907395570333315e-06,0.0025343497594197593,3.0040740966796875e-05,0.013759136199951172,0.005029577127352519,2.5296646079987615e-05,0.0002855062484741211,3.2901763916015625e-05,0.0030090808868408203,0.0008212121975776389,6.74389473450295e-07,18,2,0.9,0.1,0,0.0,1.0,2,18,0,0,0,0.0,0.1,0.0,0.9,0.0,0.934068055375491,1.590468570732828,0.015206098556518555
traffic_record_scan_5.pcap,172.16.0.54:46223->172.19.0.8:443,20,60,172.19.0.8,443,172.16.0.54,46223,20,12,8,16542,14590,1952,827.1,86,1294,573.0614190468592,328399.38999999996,0.6928562677389182,1215.8333333333333,374,1294,253.8233747225727,64426.30555555556,0.20876494151273972,244.0,86,1294,397.0931880553984,157683.0,1.6274310985876983,0.0004542124898810136,6.9141387939453125e-06,0.005053043365478516,0.0011904002819295167,1.4170528312178728e-06,0.0007805607535622337,2.8133392333984375e-05,0.005316972732543945,0.001645186935367046,2.706640052302413e-06,0.0005069800785609654,2.384185791015625e-05,0.0024480819702148438,0.0008156978902615572,6.653630481771554e-07,15,5,0.75,0.25,0,0.0,1.0,4,15,1,0,0,0.05,0.2,0.0,0.75,0.0,0.9709505944546686,1.590468570732828,0.008630037307739258
traffic_record_scan_5.pcap,172.16.0.56:41305->172.19.0.8:443,20,52,172.16.0.56,41305,172.19.0.8,443,20,7,13,18963,3074,15889,948.15,86,1294,529.3534051085343,280215.02749999997,0.558301329018124,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1222.2307692307693,381,1294,242.84346140170652,58972.94674556212,0.19868871535163854,0.001211630670647872,0.0,0.016438007354736328,0.0036905393849854906,1.3620080952129084e-05,0.003835002581278483,0.0,0.0200350284576416,0.007276937327612155,5.295381686999513e-05,0.0005485812822977701,2.384185791015625e-05,0.003777027130126953,0.001188293443963033,1.412041308965526e-06,14,6,0.7,0.3,0,0.0,1.0,4,14,2,0,0,0.1,0.2,0.0,0.7,0.0,0.934068055375491,1.4190352743388661,0.02302098274230957
traffic_record_scan_5.pcap,172.16.0.39:35172->172.19.0.8:443,20,53,172.16.0.39,35172,172.19.0.8,443,20,6,14,20165,2988,17177,1008.25,86,1294,495.55745126069894,245577.1875,0.49150255518046015,498.0,86,1294,563.0239781749974,316996.0,1.1305702372991915,1226.9285714285713,377,1294,235.72879825454206,55568.06632653059,0.19212919459530703,0.0008827385149504009,9.5367431640625e-07,0.009546995162963867,0.002228101505190715,4.964436317433129e-06,0.0032758235931396483,9.5367431640625e-07,0.013122081756591797,0.004997313701105874,2.4973144227260488e-05,0.0005557720477764423,2.5987625122070312e-05,0.003759145736694336,0.0012153370297965354,1.4770440959946648e-06,14,6,0.7,0.3,0,0.0,1.0,4,14,2,0,0,0.1,0.2,0.0,0.7,0.0,0.8812908992306927,1.2917601481809735,0.016772031784057617
traffic_record_scan_5.pcap,172.16.0.35:35619->172.19.0.8:443,20,55,172.16.0.35,35619,172.19.0.8,443,20,6,14,20164,2988,17176,1008.2,86,1294,495.621185987847,245640.36000000004,0.4915901467842164,498.0,86,1294,563.0239781749974,316996.0,1.1305702372991915,1226.857142857143,376,1294,235.9863365121128,55689.55102040815,0.19235029757624472,0.0008515307777806333,9.5367431640625e-07,0.009095907211303711,0.002134983142540603,4.558153018932548e-06,0.003189420700073242,9.5367431640625e-07,0.012726068496704102,0.004835168166818437,2.3378851201414362e-05,0.0005448598128098708,1.4066696166992188e-05,0.003888845443725586,0.001240036373550162,1.5376902077274368e-06,14,6,0.7,0.3,0,0.0,1.0,4,14,2,0,0,0.1,0.2,0.0,0.7,0.0,0.8812908992306927,1.2917601481809735,0.01617908477783203
traffic_record_scan_5.pcap,172.16.0.43:58421->172.19.0.8:443,20,51,172.16.0.43,58421,172.19.0.8,443,20,6,14,20169,2988,17181,1008.45,86,1294,495.30338934838716,245325.4475,0.49115314527084847,498.0,86,1294,563.0239781749974,316996.0,1.1305702372991915,1227.2142857142858,381,1294,234.69864524882254,55083.454081632655,0.19124504007237736,0.001470728924399928,0.0,0.00950002670288086,0.0027408365095531522,7.512184772099508e-06,0.0055655956268310545,0.0,0.012719869613647461,0.004918224951397049,2.4188936672544512e-05,0.001418755604670598,2.288818359375e-05,0.009189128875732422,0.0032672701201798045,1.0675054038219754e-05,14,6,0.7,0.3,0,0.0,1.0,4,14,2,0,0,0.1,0.2,0.0,0.7,0.0,0.8812908992306927,1.2917601481809735,0.027943849563598633
traffic_record_scan_5.pcap,172.16.0.53:59391->172.19.0.8:443,20,52,172.16.0.53,59391,172.19.0.8,443,20,6,14,20158,2988,17170,1007.9,86,1294,496.00543343798154,246021.38999999996,0.4921177035797019,498.0,86,1294,563.0239781749974,316996.0,1.1305702372991915,1226.4285714285713,370,1294,237.53156610850522,56421.244897959186,0.19367745634939273,0.001305002915231805,0.0,0.01129603385925293,0.0028651542902168414,8.209109106747971e-06,0.004942607879638672,0.0,0.016210079193115234,0.0063304648182625975,4.00747848152605e-05,0.0010383862715501052,2.002716064453125e-05,0.010592937469482422,0.0028421105837786826,8.077592570426805e-06,14,6,0.7,0.3,0,0.0,1.0,4,14,2,0,0,0.1,0.2,0.0,0.7,0.0,0.8812908992306927,1.2917601481809735,0.024795055389404297
traffic_record_scan_5.pcap,172.16.0.33:45404->172.19.0.8:443,20,51,172.16.0.33,45404,172.19.0.8,443,20,7,13,18960,3074,15886,948.0,86,1294,529.5144946080324,280385.6,0.5585595934683886,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1222.0,378,1294,243.6428660023645,59361.846153846156,0.19938041407722137,0.0008598879763954564,0.0,0.009727001190185547,0.00225077343437701,5.06598105289728e-06,0.0027229785919189453,0.0,0.013176918029785156,0.004723674224123508,2.2313098175648822e-05,0.0005489190419514974,1.7881393432617188e-05,0.0036170482635498047,0.0011869014484020403,1.408735048218861e-06,14,6,0.7,0.3,0,0.0,1.0,4,14,2,0,0,0.1,0.2,0.0,0.7,0.0,0.934068055375491,1.4190352743388661,0.016337871551513672
traffic_record_scan_5.pcap,172.16.0.31:48542->172.19.0.8:443,20,53,172.16.0.31,48542,172.19.0.8,443,20,7,13,18960,3074,15886,948.0,86,1294,529.5144946080324,280385.6,0.5585595934683886,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1222.0,378,1294,243.6428660023645,59361.846153846156,0.19938041407722137,0.0007948875427246094,0.0,0.008708000183105469,0.00203283510818283,4.132418577060698e-06,0.002507487932840983,0.0,0.01205301284790039,0.004322232354008218,1.868169252203542e-05,0.0005329052607218424,2.288818359375e-05,0.003537893295288086,0.001147267410816061,1.3162225119205887e-06,14,6,0.7,0.3,0,0.0,1.0,4,14,2,0,0,0.1,0.2,0.0,0.7,0.0,0.934068055375491,1.4190352743388661,0.015102863311767578
traffic_record_scan_5.pcap,172.16.0.37:33589->172.19.0.8:443,20,55,172.16.0.37,33589,172.19.0.8,443,20,8,12,17748,3160,14588,887.4,86,1294,555.2408846617836,308292.44000000006,0.6256940327493618,395.0,86,1294,519.2051617617067,269574.0,1.3144434474979916,1215.6666666666667,372,1294,254.37614318607442,64707.222222222226,0.2092482669476894,0.0016124248504638672,1.1920928955078125e-05,0.009695053100585938,0.0030678873784409835,9.41193296679749e-06,0.004376581736973354,1.1920928955078125e-05,0.013049125671386719,0.005147338760435789,2.649509631468465e-05,0.001900737935846502,2.2172927856445312e-05,0.010565042495727539,0.003954855503072763,1.564088205018492e-05,14,6,0.7,0.3,0,0.0,1.0,4,14,2,0,0,0.1,0.2,0.0,0.7,0.0,0.9709505944546686,1.5166422780956523,0.030636072158813477
