file,flow_id,window_size,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,onertt_packets,handshake_packets,initial_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
traffic_record_normal1.pcap,172.19.0.39:33326->172.19.0.8:443,17,172.19.0.39,33326,172.19.0.8,443,17,8,9,11861,1114,10747,697.7058823529412,131,1292,563.7505460757374,317814.67820069205,0.808006009888503,139.25,131,142,4.763139720814412,22.6875,0.034205671244627735,1194.111111111111,411,1292,276.87158854459926,76657.87654320987,0.23186417576080706,0.013747379183769226,0.0,0.12543201446533203,0.032684745045945075,0.001068292558718431,0.031279291425432475,0.0,0.12543201446533203,0.04356582211648805,0.0018979808566854796,0.00018963217735290527,2.5987625122070312e-05,0.001280069351196289,0.00041217818052049994,1.6989085249718983e-07,11,6,0.6470588235294118,0.35294117647058826,0,0.0,1.0,11,6,0,0,0,0.0,0.35294117647058826,0.0,0.6470588235294118,0.0,0.9975025463691152,1.6457113704075783,0.21995806694030762
traffic_record_normal1.pcap,172.19.0.31:48486->172.19.0.8:443,17,172.19.0.8,443,172.19.0.31,48486,17,14,3,17622,17207,415,1036.5882352941176,131,1292,464.0033035916282,215299.06574394467,0.4476254773043741,1229.0714285714287,411,1292,226.8921909774125,51480.06632653063,0.18460456056743038,138.33333333333334,131,142,5.185449728701348,26.888888888888886,0.03748517876169649,0.0007186979055404663,0.0,0.009334087371826172,0.00225968468479626,5.1061748747027735e-06,0.0008845512683574969,2.288818359375e-05,0.011013031005859375,0.0029238476877110446,8.548885300933223e-06,0.001035928726196289,0.0,0.002071857452392578,0.001035928726196289,1.073148325758666e-06,15,2,0.8823529411764706,0.11764705882352941,0,0.0,1.0,15,2,0,0,0,0.0,0.11764705882352941,0.0,0.8823529411764706,0.0,0.6722948170756379,1.1400677626718572,0.011499166488647461
traffic_record_normal1.pcap,172.19.0.39:42169->172.19.0.8:443,17,172.19.0.8,443,172.19.0.39,42169,17,15,2,18785,18501,284,1105.0,142,1294,407.76954275669,166276.0,0.36902221063953844,1233.4,411,1294,219.79620864185378,48310.373333333315,0.17820350951990738,142.0,142,142,0.0,0.0,0.0,0.0007115006446838379,1.9073486328125e-05,0.009751081466674805,0.0023520112482954183,5.531956912108171e-06,0.0008131435939243861,2.384185791015625e-05,0.011001110076904297,0.002825640572768184,7.984244646473712e-06,1.9073486328125e-05,1.9073486328125e-05,1.9073486328125e-05,0.0,0.0,15,2,0.8823529411764706,0.11764705882352941,0,0.0,1.0,15,2,0,0,0,0.0,0.11764705882352941,0.0,0.8823529411764706,0.0,0.5225593745369408,0.8343470230852537,0.011384010314941406
traffic_record_normal1.pcap,172.19.0.30:46188->172.19.0.8:443,17,172.19.0.8,443,172.19.0.30,46188,17,15,2,18785,18501,284,1105.0,142,1294,407.76954275669,166276.0,0.36902221063953844,1233.4,411,1294,219.79620864185378,48310.373333333315,0.17820350951990738,142.0,142,142,0.0,0.0,0.0,0.0009920597076416016,0.0,0.014198780059814453,0.003422325687376794,1.1712313110479045e-05,0.0011337825230189732,2.002716064453125e-05,0.01543283462524414,0.00396585055337373,1.572797061169472e-05,0.0,0.0,0.0,0.0,0.0,15,2,0.8823529411764706,0.11764705882352941,0,0.0,1.0,15,2,0,0,0,0.0,0.11764705882352941,0.0,0.8823529411764706,0.0,0.5225593745369408,0.8343470230852537,0.015872955322265625
traffic_record_normal1.pcap,172.19.0.31:43212->172.19.0.8:443,17,172.19.0.8,443,172.19.0.31,43212,17,15,2,18785,18501,284,1105.0,142,1294,407.76954275669,166276.0,0.36902221063953844,1233.4,411,1294,219.79620864185378,48310.373333333315,0.17820350951990738,142.0,142,142,0.0,0.0,0.0,0.0007614344358444214,0.0,0.01057887077331543,0.0025526077386955623,6.515806267648472e-06,0.0008702107838221959,2.3126602172851562e-05,0.01184701919555664,0.003044419249432734,9.26848856631657e-06,0.0,0.0,0.0,0.0,0.0,15,2,0.8823529411764706,0.11764705882352941,0,0.0,1.0,15,2,0,0,0,0.0,0.11764705882352941,0.0,0.8823529411764706,0.0,0.5225593745369408,0.8343470230852537,0.012182950973510742
traffic_record_normal1.pcap,172.19.0.39:50179->172.19.0.8:443,17,172.19.0.39,50179,172.19.0.8,443,17,6,11,12022,2340,9682,707.1764705882352,68,1399,571.1152387364173,326172.61591695494,0.807599322784819,390.0,131,1399,461.0271141700887,212546.0,1.18212080556433,880.1818181818181,68,1294,550.7691841551015,303346.69421487604,0.6257447867905512,0.017718002200126648,9.5367431640625e-07,0.16842007637023926,0.04265030315984331,0.0018190483596265405,0.05661964416503906,9.5367431640625e-07,0.16842007637023926,0.06420981634007346,0.004122900514425964,0.026581287384033203,2.6941299438476562e-05,0.19031000137329102,0.05864551493104277,0.0034392964215271605,9,8,0.5294117647058824,0.47058823529411764,0,0.0,1.0,9,7,1,0,0,0.058823529411764705,0.4117647058823529,0.0,0.5294117647058824,0.0,0.9366673818775626,2.696199049814856,0.28348803520202637
traffic_record_normal1.pcap,172.19.0.30:47944->172.19.0.8:443,17,172.19.0.8,443,172.19.0.30,47944,17,15,2,18785,18501,284,1105.0,142,1294,407.76954275669,166276.0,0.36902221063953844,1233.4,411,1294,219.79620864185378,48310.373333333315,0.17820350951990738,142.0,142,142,0.0,0.0,0.0,0.0009937584400177002,0.0,0.014275074005126953,0.003441647375500628,1.1844936657290361e-05,0.0011357239314488002,2.193450927734375e-05,0.01551198959350586,0.003987264002476593,1.5898274225445654e-05,0.0,0.0,0.0,0.0,0.0,15,2,0.8823529411764706,0.11764705882352941,0,0.0,1.0,15,2,0,0,0,0.0,0.11764705882352941,0.0,0.8823529411764706,0.0,0.5225593745369408,0.8343470230852537,0.015900135040283203
traffic_record_normal1.pcap,172.19.0.31:43027->172.19.0.8:443,17,172.19.0.31,43027,172.19.0.8,443,17,7,10,10387,2554,7833,611.0,68,1399,539.17944191914,290714.4705882353,0.8824540784273978,364.85714285714283,131,1399,429.4446342400275,184422.693877551,1.1770213154581803,783.3,68,1294,541.3141509327093,293021.00999999995,0.6910687487970245,0.007964178919792175,9.5367431640625e-07,0.046339988708496094,0.01488439966086479,0.00022154535326435187,0.02120232582092285,9.5367431640625e-07,0.059706926345825195,0.02275443619097254,0.0005177643663690409,0.01268209351433648,3.1948089599609375e-05,0.0627279281616211,0.02277740815245664,0.0005188103221435982,9,8,0.5294117647058824,0.47058823529411764,0,0.0,1.0,9,7,1,0,0,0.058823529411764705,0.4117647058823529,0.0,0.5294117647058824,0.0,0.9774178175281716,3.051601636871704,0.1274268627166748
traffic_record_normal1.pcap,172.19.0.30:54964->172.19.0.8:443,17,172.19.0.30,54964,172.19.0.8,443,17,7,10,10392,2554,7838,611.2941176470588,68,1399,538.9040910748058,290417.6193771626,0.8815790558383083,364.85714285714283,131,1399,429.4446342400275,184422.693877551,1.1770213154581803,783.8,68,1294,540.6884130439638,292343.96,0.6898295649961264,0.007279381155967712,0.0,0.0555880069732666,0.014898715586118277,0.00022197172611604365,0.01936670144399007,0.0,0.0555880069732666,0.0209825345986528,0.0004402667581836619,0.011999898486667208,2.09808349609375e-05,0.07599091529846191,0.024304245985686777,0.0005906963729327718,9,8,0.5294117647058824,0.47058823529411764,0,0.0,1.0,9,7,1,0,0,0.058823529411764705,0.4117647058823529,0.0,0.5294117647058824,0.0,0.9774178175281716,3.051601636871704,0.1164700984954834
traffic_record_normal1.pcap,172.19.0.39:58984->172.19.0.8:443,17,172.19.0.8,443,172.19.0.39,58984,17,15,2,18785,18501,284,1105.0,142,1294,407.76954275669,166276.0,0.36902221063953844,1233.4,411,1294,219.79620864185378,48310.373333333315,0.17820350951990738,142.0,142,142,0.0,0.0,0.0,0.0007518082857131958,0.0,0.010389089584350586,0.0025060380805166558,6.280226860999605e-06,0.0008592094693865095,2.4080276489257812e-05,0.01164698600769043,0.0029919953380325754,8.952036102808665e-06,0.0,0.0,0.0,0.0,0.0,15,2,0.8823529411764706,0.11764705882352941,0,0.0,1.0,15,2,0,0,0,0.0,0.11764705882352941,0.0,0.8823529411764706,0.0,0.5225593745369408,0.8343470230852537,0.012028932571411133
