file,flow_id,window_size,total_packets_in_flow,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,initial_packets,handshake_packets,zerortt_packets,onertt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
QUIC_CONNECT4.pcap,172.16.0.46:54943->172.19.0.8:443,10,19,172.16.0.46,54943,172.19.0.8,443,10,7,3,5994,3049,2945,599.4,91,1294,572.2678044412423,327490.44,0.9547344084772145,435.57142857142856,91,1294,542.9193197475129,294761.38775510207,1.2464530135233158,981.6666666666666,357,1294,441.7060359811967,195104.22222222222,0.4499552149214228,0.037158224317762584,0.0,0.14986205101013184,0.05000563036225907,0.0025005630679268867,0.030760327974955242,0.0,0.09641098976135254,0.033693224504056554,0.0011352333774807572,0.16041207313537598,0.00010514259338378906,0.32071900367736816,0.1603069305419922,0.025698311979795108,0,10,0.0,1.0,0,0.0,1.0,2,8,0,0,0,0.2,0.8,0.0,0.0,0.0,0.8812908992306927,1.3609640474436813,0.3344240188598633
QUIC_CONNECT4.pcap,172.16.0.55:40392->172.19.0.8:443,10,19,172.16.0.55,40392,172.19.0.8,443,10,7,3,5991,3049,2942,599.1,91,1294,572.395571261693,327636.68999999994,0.9554257574055968,435.57142857142856,91,1294,542.9193197475129,294761.38775510207,1.2464530135233158,980.6666666666666,354,1294,443.12024954356974,196355.55555555553,0.45185613481669246,0.041070779164632164,0.0,0.1363849639892578,0.05048981514416727,0.0025492214332921825,0.042078495025634766,0.0,0.1363849639892578,0.04795495425036102,0.0022996776371542182,0.17385292053222656,0.00010895729064941406,0.3475968837738037,0.17374396324157715,0.03018696476289051,0,10,0.0,1.0,0,0.0,1.0,2,8,0,0,0,0.2,0.8,0.0,0.0,0.0,0.8812908992306927,1.3609640474436813,0.36963701248168945
QUIC_CONNECT4.pcap,172.16.0.33:36524->172.19.0.8:443,10,17,172.16.0.33,36524,172.19.0.8,443,10,7,3,5997,3049,2948,599.7,91,1294,572.1414248243174,327345.80999999994,0.9540460644060652,435.57142857142856,91,1294,542.9193197475129,294761.38775510207,1.2464530135233158,982.6666666666666,360,1294,440.2918224188236,193856.8888888889,0.4480581639268897,0.04110744264390734,0.0,0.1874690055847168,0.05895256087309741,0.003475404433496255,0.05639334519704183,0.0,0.1874690055847168,0.06667566051086377,0.004445643704559958,0.16954505443572998,9.417533874511719e-05,0.33899593353271484,0.16945087909698486,0.02871360042674098,0,10,0.0,1.0,0,0.0,1.0,2,8,0,0,0,0.2,0.8,0.0,0.0,0.0,0.8812908992306927,1.3609640474436813,0.369966983795166
QUIC_CONNECT4.pcap,172.16.0.34:42812->172.19.0.8:443,10,15,172.16.0.34,42812,172.19.0.8,443,10,6,4,6032,3000,3032,603.2,91,1294,568.7927214724183,323525.16000000003,0.9429587557566615,500.0,91,1294,561.6217588377431,315419.0,1.1232435176754862,758.0,92,1294,543.8253396082239,295746.0,0.7174476775834088,0.042005989286634654,2.2172927856445312e-05,0.18416309356689453,0.062164080028082686,0.0038643728457378687,0.07444119453430176,2.2172927856445312e-05,0.18611907958984375,0.06882699635883303,0.0047371554277788165,0.1128239631652832,9.202957153320312e-05,0.33057594299316406,0.15400608611541566,0.023717874560588825,0,10,0.0,1.0,0,0.0,1.0,2,8,0,0,0,0.2,0.8,0.0,0.0,0.0,0.9709505944546686,1.7219280948873623,0.3780539035797119
QUIC_CONNECT4.pcap,172.16.0.37:40951->172.19.0.8:443,10,14,172.16.0.37,40951,172.19.0.8,443,10,7,3,6035,3088,2947,603.5,88,1294,568.8487057205984,323588.85,0.94258277667042,441.14285714285717,88,1294,539.5777260497134,291144.1224489796,1.2231360370297908,982.3333333333334,359,1294,440.76322693961464,194272.22222222222,0.44869008510988934,0.04444302452935113,1.9788742065429688e-05,0.1502208709716797,0.05768241244518004,0.0033272607054958612,0.06666453679402669,1.9788742065429688e-05,0.15203404426574707,0.060074712499450796,0.00360897108189167,0.1611924171447754,0.00011396408081054688,0.32227087020874023,0.16107845306396484,0.025946268041479925,1,9,0.1,0.9,0,0.0,1.0,2,7,0,1,0,0.2,0.7,0.0,0.1,0.0,0.8812908992306927,2.0464393446710156,0.39998722076416016
QUIC_CONNECT4.pcap,172.16.0.26:53602->172.19.0.8:443,10,15,172.16.0.26,53602,172.19.0.8,443,10,6,4,6037,3000,3037,603.7,91,1294,568.5738386524656,323276.21,0.9418152039961332,500.0,91,1294,561.6217588377431,315419.0,1.1232435176754862,759.25,92,1294,542.8956506548933,294735.6875,0.7150420160090791,0.04357979032728407,0.0,0.17141389846801758,0.05788262080433422,0.003350397791178345,0.0745692253112793,0.0,0.17141389846801758,0.0626629204058074,0.003926641593784553,0.1118013858795166,9.202957153320312e-05,0.31377410888671875,0.14308439991087502,0.02047314549785521,0,10,0.0,1.0,0,0.0,1.0,2,8,0,0,0,0.2,0.8,0.0,0.0,0.0,0.9709505944546686,1.7219280948873623,0.39221811294555664
QUIC_CONNECT4.pcap,172.16.0.62:54168->172.19.0.8:443,10,15,172.16.0.62,54168,172.19.0.8,443,10,6,4,6030,3000,3030,603.0,91,1294,568.8813584571039,323626.0,0.9434185049039866,500.0,91,1294,561.6217588377431,315419.0,1.1232435176754862,757.5,92,1294,544.1991822853099,296152.75,0.7184147620928184,0.04374888208177355,3.0994415283203125e-05,0.19949913024902344,0.06169964905283409,0.00380684669324289,0.07473459243774414,3.0994415283203125e-05,0.19949913024902344,0.06878356466242438,0.004731178767669917,0.10935068130493164,0.00011491775512695312,0.30512213706970215,0.138741175043904,0.01924911365256321,0,10,0.0,1.0,0,0.0,1.0,2,8,0,0,0,0.2,0.8,0.0,0.0,0.0,0.9709505944546686,1.7219280948873623,0.3937399387359619
QUIC_CONNECT4.pcap,172.16.0.50:49797->172.19.0.8:443,10,15,172.16.0.50,49797,172.19.0.8,443,10,6,4,6032,3000,3032,603.2,91,1294,568.7927214724183,323525.16000000003,0.9429587557566615,500.0,91,1294,561.6217588377431,315419.0,1.1232435176754862,758.0,92,1294,543.8253396082239,295746.0,0.7174476775834088,0.04377577039930555,0.0,0.22243189811706543,0.06758901770402526,0.00456827531419504,0.0745093822479248,0.0,0.22243189811706543,0.07800009218006591,0.006084014380098779,0.10677703221638997,0.00011801719665527344,0.29676294326782227,0.13467759462917367,0.018138054495100028,0,10,0.0,1.0,0,0.0,1.0,2,8,0,0,0,0.2,0.8,0.0,0.0,0.0,0.9709505944546686,1.7219280948873623,0.39398193359375
QUIC_CONNECT4.pcap,172.16.0.59:58681->172.19.0.8:443,10,14,172.16.0.59,58681,172.19.0.8,443,10,7,3,6036,3088,2948,603.6,88,1294,568.8058016581757,323540.0399999999,0.9423555362130147,441.14285714285717,88,1294,539.5777260497134,291144.1224489796,1.2231360370297908,982.6666666666666,360,1294,440.2918224188236,193856.8888888889,0.4480581639268897,0.04457712173461914,0.0,0.24749302864074707,0.07583522706982906,0.005750981664732535,0.06686568260192871,0.0,0.24749302864074707,0.08468024066143125,0.007170743158477914,0.14423108100891113,0.00013208389282226562,0.288330078125,0.14409899711608887,0.020764520969862588,1,9,0.1,0.9,0,0.0,1.0,2,7,0,1,0,0.2,0.7,0.0,0.1,0.0,0.8812908992306927,2.0464393446710156,0.40119409561157227
QUIC_CONNECT4.pcap,172.16.0.25:45823->172.19.0.8:443,10,13,172.16.0.25,45823,172.19.0.8,443,10,6,4,6035,2997,3038,603.5,88,1294,568.4387829837088,323122.65,0.9419035343557728,499.5,88,1294,561.9868770709865,315829.25,1.125098852994968,759.5,100,1294,541.7589408583858,293502.75,0.7133099945469201,0.04673857159084744,0.0,0.25172996520996094,0.07740701256476752,0.005991845594202077,0.08008942604064942,0.0,0.25437283515930176,0.09223141854328364,0.008506634566506365,0.10979668299357097,9.107589721679688e-05,0.2783169746398926,0.12095946434467637,0.014631192014551033,2,8,0.2,0.8,0,0.0,1.0,2,6,0,2,0,0.2,0.6,0.0,0.2,0.0,0.9709505944546686,2.321928094887362,0.42064714431762695
