file,flow_id,window_size,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,onertt_packets,initial_packets,handshake_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
traffic_record_GET_FLOOD_2.pcap,172.16.0.31:49571->172.19.0.8:443,10,172.19.0.8,443,172.16.0.31,49571,10,7,3,5723,5369,354,572.3,67,1292,588.4083700968231,346224.41,1.0281467239154694,767.0,67,1292,606.2177826491071,367500.0,0.7903752055399049,118.0,88,177,41.72129751897305,1740.6666666666667,0.35357031795739874,0.06409788131713867,2.5033950805664062e-05,0.5047550201416016,0.15654679837413094,0.024506900081190806,0.09614682197570801,2.5033950805664062e-05,0.5761260986328125,0.2146532967984488,0.04607603782644295,0.26511049270629883,0.025465965270996094,0.5047550201416016,0.23964452743530273,0.057429499529689565,10,0,1.0,0.0,0,0.0,1.0,10,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.8812908992306927,1.8464393446710154,0.576880931854248
traffic_record_GET_FLOOD_2.pcap,172.16.0.54:55525->172.19.0.8:443,10,172.19.0.8,443,172.16.0.54,55525,10,6,4,4694,2859,1835,469.4,67,1481,582.620150698549,339446.23999999993,1.2412018549180848,476.5,67,1292,576.6508909210147,332526.25,1.2101802537691808,458.75,88,1481,591.3012662763374,349637.1875,1.2889400899756673,0.06206668747795953,0.0,0.463062047958374,0.14345244757619685,0.020578604715601502,0.11172003746032715,0.00011920928955078125,0.5577700138092041,0.22302501858060148,0.04974015891287763,0.16292166709899902,0.0,0.463062047958374,0.21249054350627758,0.04515223107959324,10,0,1.0,0.0,0,0.0,1.0,10,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.9709505944546686,2.4464393446710155,0.5586001873016357
traffic_record_GET_FLOOD_2.pcap,172.16.0.58:55720->172.19.0.8:443,10,172.19.0.8,443,172.16.0.58,55720,10,6,4,4692,2859,1833,469.2,67,1481,582.7510274551216,339598.75999999995,1.2420098624363207,476.5,67,1292,576.6508909210147,332526.25,1.2101802537691808,458.25,87,1481,591.614475397619,350007.6875,1.2910299517678538,0.053768555323282875,1.5974044799804688e-05,0.4168860912322998,0.12913666082870295,0.016676277169987465,0.09678339958190918,0.00011777877807617188,0.4831070899963379,0.19316187552647537,0.03731151015690557,0.14751299222310385,1.5974044799804688e-05,0.4168860912322998,0.19076251896009966,0.03639033864000238,10,0,1.0,0.0,0,0.0,1.0,10,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.9709505944546686,2.4464393446710155,0.4839169979095459
traffic_record_GET_FLOOD_2.pcap,172.16.0.53:49145->172.19.0.8:443,10,172.19.0.8,443,172.16.0.53,49145,10,6,4,5900,4077,1823,590.0,67,1469,611.9815356691736,374521.4,1.0372568401172433,679.5,67,1292,612.5,375156.25,0.9013980868285504,455.75,88,1469,586.1149098086483,343530.6875,1.28604478290433,0.060173988342285156,7.152557373046875e-06,0.37069177627563477,0.11849242467691651,0.014040454705814732,0.10831317901611329,9.512901306152344e-05,0.5408010482788086,0.21624396743726607,0.04676145345300939,0.1321563720703125,7.152557373046875e-06,0.37069177627563477,0.168997609027147,0.02856019185689244,10,0,1.0,0.0,0,0.0,1.0,10,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.9709505944546686,2.1709505944546685,0.5415658950805664
traffic_record_GET_FLOOD_2.pcap,172.16.0.62:48451->172.19.0.8:443,10,172.19.0.8,443,172.16.0.62,48451,10,7,3,5723,5369,354,572.3,67,1292,588.4083700968231,346224.41,1.0281467239154694,767.0,67,1292,606.2177826491071,367500.0,0.7903752055399049,118.0,88,177,41.72129751897305,1740.6666666666667,0.35357031795739874,0.03340588675604926,9.202957153320312e-05,0.24675893783569336,0.07619804331891024,0.005806141805630521,0.05010883013407389,9.202957153320312e-05,0.2998030185699463,0.11166666552158044,0.012469444188708522,0.13623046875,0.02570199966430664,0.24675893783569336,0.11052846908569336,0.012216542478427073,10,0,1.0,0.0,0,0.0,1.0,10,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.8812908992306927,1.8464393446710154,0.30065298080444336
traffic_record_GET_FLOOD_2.pcap,172.16.0.43:54028->172.19.0.8:443,10,172.19.0.8,443,172.16.0.43,54028,10,7,3,5723,5369,354,572.3,67,1292,588.4083700968231,346224.41,1.0281467239154694,767.0,67,1292,606.2177826491071,367500.0,0.7903752055399049,118.0,88,177,41.72129751897305,1740.6666666666667,0.35357031795739874,0.042165782716539174,5.793571472167969e-05,0.20132112503051758,0.07322594433993361,0.005362038924475055,0.06324867407480876,5.793571472167969e-05,0.3786449432373047,0.1410495517803824,0.01989497605744677,0.11342859268188477,0.025536060333251953,0.20132112503051758,0.08789253234863281,0.007725097242655465,10,0,1.0,0.0,0,0.0,1.0,10,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.8812908992306927,1.8464393446710154,0.37949204444885254
traffic_record_GET_FLOOD_2.pcap,172.16.0.24:43892->172.19.0.8:443,10,172.16.0.24,43892,172.19.0.8,443,10,4,6,9586,1834,7752,958.6,88,1481,553.7709273697925,306662.24,0.5776871764758945,458.5,88,1481,591.4577330629805,349822.25,1.2899841506280927,1292.0,1292,1292,0.0,0.0,0.0,0.0007526609632703993,0.0,0.005735874176025391,0.0017631582551558152,3.1087270327240986e-06,0.002132256825764974,0.0,0.0060749053955078125,0.0027909684807834348,7.789505060726593e-06,0.00020761489868164061,0.0001270771026611328,0.00026488304138183594,5.584726079557865e-05,3.118916538369376e-09,10,0,1.0,0.0,0,0.0,1.0,10,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.9709505944546686,1.5709505944546687,0.006773948669433594
traffic_record_GET_FLOOD_2.pcap,172.16.0.46:48489->172.19.0.8:443,10,172.16.0.46,48489,172.19.0.8,443,10,3,7,9397,353,9044,939.7,88,1292,538.6375497493653,290130.41000000003,0.5732016066291,117.66666666666667,88,177,41.95500235040182,1760.2222222222224,0.3565580936294772,1292.0,1292,1292,0.0,0.0,0.0,0.0013233555687798394,3.0040740966796875e-05,0.0111541748046875,0.003475806488444793,1.2081230745114923e-05,0.005851030349731445,0.00023102760314941406,0.011471033096313477,0.005620002746582031,3.1584430871589575e-05,0.00012600421905517578,0.0001068115234375,0.0001850128173828125,2.7023372571779948e-05,7.302626651532288e-10,10,0,1.0,0.0,0,0.0,1.0,10,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.8812908992306927,1.1567796494470395,0.011910200119018555
traffic_record_GET_FLOOD_2.pcap,172.16.0.33:46558->172.19.0.8:443,10,172.16.0.33,46558,172.19.0.8,443,10,3,7,9397,353,9044,939.7,88,1292,538.6375497493653,290130.41000000003,0.5732016066291,117.66666666666667,88,177,41.95500235040182,1760.2222222222224,0.3565580936294772,1292.0,1292,1292,0.0,0.0,0.0,0.001777436998155382,2.8133392333984375e-05,0.015362024307250977,0.00480293489606474,2.3068183615836416e-05,0.007902026176452637,0.0001289844512939453,0.015675067901611328,0.007773041725158691,6.0420177661058005e-05,0.00010581811269124349,8.296966552734375e-05,0.00014710426330566406,1.9893987152768512e-05,3.957707248345186e-10,10,0,1.0,0.0,0,0.0,1.0,10,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.8812908992306927,1.1567796494470395,0.015996932983398438
traffic_record_GET_FLOOD_2.pcap,172.16.0.27:43996->172.19.0.8:443,10,172.16.0.27,43996,172.19.0.8,443,10,4,6,9574,1822,7752,957.4,88,1469,552.649472993506,305421.44,0.5772398924101797,455.5,88,1469,586.2714814827683,343714.25,1.2870943611037724,1292.0,1292,1292,0.0,0.0,0.0,0.002227783203125,4.601478576660156e-05,0.01936197280883789,0.00605789386529183,3.66980780831404e-05,0.006647348403930664,4.601478576660156e-05,0.019726991653442383,0.009248840805787722,8.55410562508041e-05,0.00012841224670410157,0.00010085105895996094,0.00017213821411132812,3.1357835372396615e-05,9.833138392423281e-10,10,0,1.0,0.0,0,0.0,1.0,10,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.9709505944546686,1.5709505944546687,0.020050048828125
