file,flow_id,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,initial_packets,handshake_packets,zerortt_packets,onertt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
traffic_record_QUIC_CONNECT.pcap,172.16.0.61:57778->172.19.0.8:443,172.16.0.61,57778,172.19.0.8,443,26,3,23,7464,2682,4782,287.0769230769231,90,1294,432.374118904248,186947.3786982248,1.5061263520244437,894.0,94,1294,565.685424949238,320000.0,0.6327577460282304,207.91304347826087,90,1294,339.5281781279885,115279.38374291109,1.6330297149610489,1.1460103225708007,0.0,11.925309896469116,2.8023620795106194,7.853233224679083,0.005588531494140625,0.0,0.01117706298828125,0.005588531494140625,3.1231684261001647e-05,1.3018075010993264,7.104873657226562e-05,11.925309896469116,2.953278235663269,8.721852337242352,0,26,0.0,1.0,0,0.0,1.0,3,23,0,0,0,0.11538461538461539,0.8846153846153846,0.0,0.0,0.0,0.5159469300074474,1.2115696121630875,28.65025806427002
traffic_record_QUIC_CONNECT.pcap,172.16.0.46:46720->172.19.0.8:443,172.16.0.46,46720,172.19.0.8,443,22,5,17,13054,5270,7784,593.3636363636364,90,1294,584.2734840228773,341375.50413223146,0.9846803009424927,1054.0,94,1294,480.0,230400.0,0.45540796963946867,457.88235294117646,90,1294,541.5279996403359,293252.5743944637,1.1826793414549988,1.3586661929175967,0.0,8.200183868408203,2.384348238669626,5.685116523246947,0.2236667275428772,0.0,0.8774728775024414,0.37754041686714845,0.1425367663682202,1.782358318567276,8.797645568847656e-05,8.200183868408203,2.6438517200748404,6.989951917742692,0,22,0.0,1.0,0,0.0,1.0,5,17,0,0,0,0.22727272727272727,0.7727272727272727,0.0,0.0,0.0,0.7732266742876346,1.5617677112802775,28.53199005126953
traffic_record_QUIC_CONNECT.pcap,172.16.0.48:35958->172.19.0.8:443,172.16.0.48,35958,172.19.0.8,443,9,3,6,5667,2682,2985,629.6666666666666,90,1294,594.2319038519856,353111.55555555556,0.9437245693784844,894.0,94,1294,565.685424949238,320000.0,0.6327577460282304,497.5,90,1294,563.2612626481605,317263.25,1.1321834425088653,3.5349806249141693,0.0,14.393877983093262,5.9472867183309015,35.37021931003514,0.3218439817428589,0.0,0.6436879634857178,0.3218439817428589,0.10358354858409768,5.653182792663574,0.00011682510375976562,14.393877983093262,6.9254923155475625,47.96244381270834,0,9,0.0,1.0,0,0.0,1.0,3,6,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.9182958340544896,1.5304930567574824,28.279844999313354
traffic_record_QUIC_CONNECT.pcap,172.16.0.61:42458->172.19.0.8:443,172.16.0.61,42458,172.19.0.8,443,22,5,17,13053,5270,7783,593.3181818181819,90,1294,584.2976659175476,341403.7623966941,0.9847964950728604,1054.0,94,1294,480.0,230400.0,0.45540796963946867,457.8235294117647,90,1294,541.5470470349268,293273.20415224915,1.1828729024275673,1.3417922428676061,0.0,8.200085163116455,2.388079070259737,5.70292164581261,0.12612473964691162,0.0,0.30353689193725586,0.1312209461829814,0.017218936717156907,1.729597881436348,6.008148193359375e-05,8.200085163116455,2.616953592246248,6.848446103970543,0,22,0.0,1.0,0,0.0,1.0,5,17,0,0,0,0.22727272727272727,0.7727272727272727,0.0,0.0,0.0,0.7732266742876346,1.5617677112802775,28.177637100219727
traffic_record_QUIC_CONNECT.pcap,172.16.0.58:55015->172.19.0.8:443,172.16.0.58,55015,172.19.0.8,443,17,7,10,19598,7858,11740,1152.8235294117646,94,1294,386.62768765070547,149480.96885813147,0.3353745632239001,1122.5714285714287,94,1294,419.9125273342591,176326.5306122449,0.3740630811071282,1174.0,94,1294,360.0,129600.0,0.30664395229982966,0.21711719036102295,0.0,2.4213039875030518,0.5854497509666935,0.34275141090696337,0.10570116837819417,0.0,0.4008359909057617,0.14990115404265267,0.022470355983319087,0.315579440858629,8.487701416015625e-05,2.4217469692230225,0.7558857716878364,0.5713632998401159,0,17,0.0,1.0,0,0.0,1.0,6,11,0,0,0,0.35294117647058826,0.6470588235294118,0.0,0.0,0.0,0.9774178175281716,0.5225593745369408,3.473875045776367
traffic_record_QUIC_CONNECT.pcap,172.16.0.30:50224->172.19.0.8:443,172.16.0.30,50224,172.19.0.8,443,17,7,10,19598,7858,11740,1152.8235294117646,94,1294,386.62768765070547,149480.96885813147,0.3353745632239001,1122.5714285714287,94,1294,419.9125273342591,176326.5306122449,0.3740630811071282,1174.0,94,1294,360.0,129600.0,0.30664395229982966,0.2172735631465912,0.0,2.4094600677490234,0.5824170172128454,0.3392095819391079,0.10792632897694905,0.0,0.4007718563079834,0.1489153645538746,0.022175785800213375,0.3143656783633762,8.296966552734375e-05,2.409825086593628,0.7521894316766897,0.5657889411261015,0,17,0.0,1.0,0,0.0,1.0,6,11,0,0,0,0.35294117647058826,0.6470588235294118,0.0,0.0,0.0,0.9774178175281716,0.5225593745369408,3.476377010345459
traffic_record_QUIC_CONNECT.pcap,172.16.0.31:55551->172.19.0.8:443,172.16.0.31,55551,172.19.0.8,443,17,7,10,19598,7858,11740,1152.8235294117646,94,1294,386.62768765070547,149480.96885813147,0.3353745632239001,1122.5714285714287,94,1294,419.9125273342591,176326.5306122449,0.3740630811071282,1174.0,94,1294,360.0,129600.0,0.30664395229982966,0.21717575192451477,0.0,2.2955172061920166,0.5540794000424833,0.30700398155143827,0.12761231263478598,0.0,0.4000680446624756,0.14707913425512578,0.021632271733237313,0.30105911360846627,8.988380432128906e-05,2.2958011627197266,0.716853415296339,0.5138788190220254,0,17,0.0,1.0,0,0.0,1.0,6,11,0,0,0,0.35294117647058826,0.6470588235294118,0.0,0.0,0.0,0.9774178175281716,0.5225593745369408,3.4748120307922363
traffic_record_QUIC_CONNECT.pcap,172.16.0.57:54709->172.19.0.8:443,172.16.0.57,54709,172.19.0.8,443,17,7,10,19598,7858,11740,1152.8235294117646,94,1294,386.62768765070547,149480.96885813147,0.3353745632239001,1122.5714285714287,94,1294,419.9125273342591,176326.5306122449,0.3740630811071282,1174.0,94,1294,360.0,129600.0,0.30664395229982966,0.21734081208705902,0.0,2.2835259437561035,0.5513598179897702,0.30399764889371256,0.1291301647822062,0.0,0.4007599353790283,0.14768986185131316,0.021812295293659967,0.3003502156999376,9.918212890625e-05,2.283824920654297,0.7132450846656373,0.5087185507996922,0,17,0.0,1.0,0,0.0,1.0,6,11,0,0,0,0.35294117647058826,0.6470588235294118,0.0,0.0,0.0,0.9774178175281716,0.5225593745369408,3.4774529933929443
traffic_record_QUIC_CONNECT.pcap,172.16.0.39:53869->172.19.0.8:443,172.16.0.39,53869,172.19.0.8,443,13,7,6,14422,7858,6564,1109.3846153846155,94,1294,432.96145475293196,187455.62130177513,0.3902717315065951,1122.5714285714287,94,1294,419.9125273342591,176326.5306122449,0.3740630811071282,1094.0,94,1294,447.21359549995793,200000.0,0.4087875644423747,0.25502626101175946,0.0,2.2714920043945312,0.6289440800942596,0.3955706558856144,0.1313608487447103,0.0,0.5720329284667969,0.209830974376942,0.044029037807976894,0.45513381958007815,9.298324584960938e-05,2.2748751640319824,0.909870682423193,0.8278646587332469,0,13,0.0,1.0,0,0.0,1.0,6,7,0,0,0,0.46153846153846156,0.5384615384615384,0.0,0.0,0.0,0.9957274520849255,0.6193821946787638,3.0603151321411133
traffic_record_QUIC_CONNECT.pcap,172.16.0.41:42438->172.19.0.8:443,172.16.0.41,42438,172.19.0.8,443,17,7,10,19598,7858,11740,1152.8235294117646,94,1294,386.62768765070547,149480.96885813147,0.3353745632239001,1122.5714285714287,94,1294,419.9125273342591,176326.5306122449,0.3740630811071282,1174.0,94,1294,360.0,129600.0,0.30664395229982966,0.2173488736152649,0.0,2.268761157989502,0.5477368081500951,0.3000156110024541,0.13226032257080078,0.0,0.4007267951965332,0.14878430017481328,0.022136767978508942,0.2983060942755805,9.393692016601562e-05,2.2693941593170166,0.7087231375885611,0.5022884857533745,0,17,0.0,1.0,0,0.0,1.0,6,11,0,0,0,0.35294117647058826,0.6470588235294118,0.0,0.0,0.0,0.9774178175281716,0.5225593745369408,3.4775819778442383
traffic_record_QUIC_CONNECT.pcap,172.16.0.34:52375->172.19.0.8:443,172.16.0.34,52375,172.19.0.8,443,13,7,6,14422,7858,6564,1109.3846153846155,94,1294,432.96145475293196,187455.62130177513,0.3902717315065951,1122.5714285714287,94,1294,419.9125273342591,176326.5306122449,0.3740630811071282,1094.0,94,1294,447.21359549995793,200000.0,0.4087875644423747,0.2553996642430623,0.0,2.261230945587158,0.6172223785850024,0.38096346462612796,0.13381234804789224,0.0,0.40072202682495117,0.14940769144543198,0.022322658263053404,0.4524971961975098,9.393692016601562e-05,2.2616329193115234,0.9045678741926744,0.818243039021454,0,13,0.0,1.0,0,0.0,1.0,6,7,0,0,0,0.46153846153846156,0.5384615384615384,0.0,0.0,0.0,0.9957274520849255,0.6193821946787638,3.064795970916748
traffic_record_QUIC_CONNECT.pcap,172.16.0.54:48463->172.19.0.8:443,172.16.0.54,48463,172.19.0.8,443,17,7,10,19598,7858,11740,1152.8235294117646,94,1294,386.62768765070547,149480.96885813147,0.3353745632239001,1122.5714285714287,94,1294,419.9125273342591,176326.5306122449,0.3740630811071282,1174.0,94,1294,360.0,129600.0,0.30664395229982966,0.21742238104343414,0.0,2.2497692108154297,0.5432543060613322,0.29512524105417953,0.13526415824890137,0.0,0.4008469581604004,0.1501565458661419,0.02254698826645078,0.29636210865444607,4.982948303222656e-05,2.249805212020874,0.7026155090363798,0.49366855353845107,0,17,0.0,1.0,0,0.0,1.0,6,11,0,0,0,0.35294117647058826,0.6470588235294118,0.0,0.0,0.0,0.9774178175281716,0.5225593745369408,3.4787580966949463
