file,flow_id,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,initial_packets,handshake_packets,onertt_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
recording_10.pcap,172.16.0.44:43016->172.19.0.8:443,172.16.0.44,43016,172.19.0.8,443,858,304,554,687229,35704,651525,800.9662004662005,67,1394,587.9397298169418,345673.1258972186,0.7340381272951754,117.44736842105263,83,1394,175.53488892501366,30812.497229916888,1.4945834145531076,1176.037906137184,67,1294,348.42685708253026,121401.27473640996,0.29627179129537895,0.02219518563572139,0.0,0.9747438430786133,0.13053574300419446,0.017039580201657103,0.06269450549638704,0.0,1.000657081604004,0.2161537299759235,0.04672243498250445,0.03437930377870529,2.002716064453125e-05,1.000722885131836,0.16817208682169232,0.028281850785962816,845,13,0.9848484848484849,0.015151515151515152,0,0.0,1.0,2,11,845,0,0,0.002331002331002331,0.01282051282051282,0.0,0.9848484848484849,0.0,0.9378604994131816,1.650004762525843,19.021274089813232
recording_10.pcap,172.16.0.26:43619->172.19.0.8:443,172.16.0.26,43619,172.19.0.8,443,802,250,552,682542,31220,651322,851.0498753117207,67,1481,576.5068318660793,332360.1271882638,0.677406634546439,124.88,83,1481,200.91692213449818,40367.6096,1.608879901781696,1179.9311594202898,67,1294,342.95267183103715,117616.53511604706,0.290654814132998,0.023748561832937557,0.0,0.976154088973999,0.13657852520264505,0.018653693546529546,0.07629236543034933,0.0,1.0016570091247559,0.2391507810691734,0.0571930960859957,0.03448997435249564,2.002716064453125e-05,1.0025711059570312,0.16983348860155212,0.028843413850573534,793,9,0.9887780548628429,0.011221945137157107,0,0.0,1.0,2,7,793,0,0,0.0024937655860349127,0.008728179551122194,0.0,0.9887780548628429,0.0,0.8951497340520885,1.611235593968285,19.022598028182983
recording_10.pcap,172.16.0.42:43289->172.19.0.8:443,172.16.0.42,43289,172.19.0.8,443,860,304,556,687504,35874,651630,799.4232558139535,67,1481,588.9180994257691,346824.5278312601,0.7366787182418741,118.00657894736842,83,1481,182.77614280252794,33407.118377770086,1.548864007692716,1171.9964028776978,67,1294,354.2613959743683,125501.13667770819,0.30227174341535656,0.022147448154489432,0.0,0.9761660099029541,0.131627655030389,0.017325839568799094,0.062702743133696,0.0,1.0021460056304932,0.21802917103575095,0.04753671942253674,0.034228857573088224,8.106231689453125e-06,1.0018928050994873,0.16998516046951287,0.02889495477984604,851,9,0.9895348837209302,0.010465116279069767,0,0.0,1.0,2,7,851,0,0,0.002325581395348837,0.00813953488372093,0.0,0.9895348837209302,0.0,0.9371449420067626,1.645279149842076,19.02465796470642
recording_10.pcap,172.16.0.28:44506->172.19.0.8:443,172.16.0.28,44506,172.19.0.8,443,850,299,551,686777,35537,651240,807.9729411764706,67,1481,587.0353916353987,344610.55103252595,0.7265532813272559,118.85284280936455,83,1481,184.231473613617,33941.23586984485,1.5500804966787147,1181.923774954628,67,1294,340.08661968723044,115658.90889028693,0.287739892278828,0.0224076019439877,0.0,0.9750199317932129,0.13163662420543737,0.01732820083220354,0.06375005741247394,0.0,1.0006029605865479,0.21836694737103401,0.04768412370414394,0.03452285246415572,2.193450927734375e-05,1.001206874847412,0.16996459209590292,0.028887962566326662,841,9,0.9894117647058823,0.010588235294117647,0,0.0,1.0,2,7,841,0,0,0.002352941176470588,0.00823529411764706,0.0,0.9894117647058823,0.0,0.9356342206627803,1.612983312102522,19.024054050445557
recording_10.pcap,172.16.0.33:44773->172.19.0.8:443,172.16.0.33,44773,172.19.0.8,443,862,310,552,687698,36382,651316,797.7935034802784,67,1481,589.2001826807424,347156.8552710202,0.7385372030612274,117.36129032258064,85,1481,181.03061170014485,32772.082372528625,1.5425069987093867,1179.9202898550725,67,1294,343.0470308651909,117681.26538542323,0.2907374623647897,0.022095781862389613,0.0,0.9753530025482178,0.13171218563835446,0.017348099845632344,0.061482177968935674,0.0,1.0012078285217285,0.21640116687462185,0.04682946502469794,0.03444486780737792,8.0108642578125e-05,1.0018281936645508,0.17076176293440187,0.029159579680464866,855,7,0.9918793503480279,0.008120649651972157,0,0.0,1.0,2,5,855,0,0,0.002320185614849188,0.00580046403712297,0.0,0.9918793503480279,0.0,0.9423746092322965,1.6224518566063313,19.024468183517456
recording_10.pcap,172.16.0.27:37736->172.19.0.8:443,172.16.0.27,37736,172.19.0.8,443,869,314,555,688249,36720,651529,792.0011507479862,67,1481,590.3379198454234,348498.85960742144,0.7453750784173647,116.94267515923566,85,1481,179.88408305924804,32358.283338066452,1.5382244575327857,1173.926126126126,67,1294,351.67029494179997,123671.99634445256,0.2995676534623923,0.021917212119300245,0.0,0.9752650260925293,0.1305067535243412,0.01703201271546315,0.06069507385595157,0.0,1.0007729530334473,0.21395137626922642,0.0457751914074961,0.034242422572111825,2.09808349609375e-05,1.0019850730895996,0.16933997797930095,0.02867602814203013,862,7,0.9919447640966629,0.00805523590333717,0,0.0,1.0,2,5,862,0,0,0.0023014959723820483,0.005753739930955121,0.0,0.9919447640966629,0.0,0.9437856537663383,1.6417191381725058,19.024140119552612
recording_10.pcap,172.16.0.40:55347->172.19.0.8:443,172.16.0.40,55347,172.19.0.8,443,848,300,548,686599,35581,651018,809.6686320754717,67,1481,586.6860739726245,344200.5493934118,0.7246002262292628,118.60333333333334,85,1481,183.90395860037623,33820.6659888889,1.5505800168661046,1187.9890510948906,67,1294,330.9774782685332,109546.09112099737,0.27860313860931063,0.022458667034522983,0.0,0.9749629497528076,0.1323172758284169,0.017507861482653358,0.06353322797794406,0.0,1.0002310276031494,0.21891359180000242,0.04792316067477809,0.034661526217974956,2.193450927734375e-05,1.0049829483032227,0.17044739242803564,0.02905231358551678,841,7,0.9917452830188679,0.008254716981132075,0,0.0,1.0,2,5,841,0,0,0.0023584905660377358,0.00589622641509434,0.0,0.9917452830188679,0.0,0.9373931095029009,1.6035672837427561,19.022490978240967
recording_10.pcap,172.16.0.41:48512->172.19.0.8:443,172.16.0.41,48512,172.19.0.8,443,878,318,560,689024,37159,651865,784.7653758542141,67,1481,591.5897770530665,349978.464313697,0.7538428621537021,116.85220125786164,85,1481,178.73952494670374,31947.817778173332,1.5296205208173468,1164.044642857143,67,1294,365.2342494011025,133396.05693558673,0.31376309460489116,0.021693217713585466,0.0,0.9779360294342041,0.1272623849130029,0.01619571461374531,0.05993273205561593,0.0,1.003770112991333,0.20850165486651795,0.04347294008207657,0.033909897898092255,2.193450927734375e-05,1.0042119026184082,0.16878492545494128,0.02848835106083009,871,7,0.9920273348519362,0.007972665148063782,0,0.0,1.0,2,5,871,0,0,0.002277904328018223,0.0056947608200455585,0.0,0.9920273348519362,0.0,0.9444834287727086,1.6644469490262481,19.024951934814453
recording_10.pcap,172.16.0.36:43962->172.19.0.8:443,172.16.0.36,43962,172.19.0.8,443,864,305,559,687847,36025,651822,796.1192129629629,67,1481,589.5407098070082,347558.24851975095,0.7405181287019571,118.11475409836065,85,1481,182.45670480028647,33290.44912657888,1.5447410121884075,1166.0500894454383,67,1294,362.4424366053277,131364.51985240701,0.31082921727462126,0.022041905105873717,0.0,0.9749970436096191,0.1293529798361003,0.016732193392478573,0.062485302749433015,0.0,1.0008349418640137,0.2144578169809668,0.04599215526424185,0.03395041940887342,2.3126602172851562e-05,1.0015761852264404,0.16774175539204966,0.02813729650200622,857,7,0.9918981481481481,0.008101851851851851,0,0.0,1.0,2,5,857,0,0,0.0023148148148148147,0.005787037037037037,0.0,0.9918981481481481,0.0,0.9367269035330645,1.6507250574122545,19.02216410636902
recording_10.pcap,172.16.0.32:45174->172.19.0.8:443,172.16.0.32,45174,172.19.0.8,443,862,305,557,687730,36037,651693,797.830626450116,67,1481,589.1439553138963,347090.6000829022,0.7384323636900798,118.15409836065574,85,1481,182.43908264581376,33284.01887664606,1.5440774816708716,1170.0053859964094,67,1294,357.00300725375723,127451.14718822624,0.30512937079321517,0.022091293722633423,0.0,0.9742698669433594,0.1298147491745395,0.016851869103248603,0.06248277268911663,0.0,1.0002129077911377,0.2144994208558945,0.04601000154751414,0.0340540537731253,2.002716064453125e-05,1.0010309219360352,0.1700685727134136,0.028923319424777653,855,7,0.9918793503480279,0.008120649651972157,0,0.0,1.0,2,5,855,0,0,0.002320185614849188,0.00580046403712297,0.0,0.9918793503480279,0.0,0.9374406645928992,1.6393364956364735,19.020603895187378
recording_10.pcap,172.16.0.43:41643->172.19.0.8:443,172.16.0.43,41643,172.19.0.8,443,891,322,569,690077,37578,652499,774.4971941638609,67,1481,593.290541284968,351993.6663782103,0.766033170624302,116.70186335403727,85,1481,177.66308559772781,31564.171984105556,1.5223671712828877,1146.7469244288225,67,1294,387.15933958828293,149892.3542304354,0.33761532849204823,0.021375041597344904,0.0,0.9775629043579102,0.1233621426940647,0.01521821825007078,0.05918501544964276,0.0,1.003190040588379,0.20247572253707463,0.040996418216910434,0.03332457743899923,1.3113021850585938e-05,1.002959966659546,0.16549442389930646,0.02738840434176334,884,7,0.9921436588103255,0.007856341189674524,0,0.0,1.0,2,5,884,0,0,0.002244668911335578,0.005611672278338945,0.0,0.9921436588103255,0.0,0.9438323397875205,1.6832130493726383,19.023787021636963
recording_10.pcap,172.16.0.39:46469->172.19.0.8:443,172.16.0.39,46469,172.19.0.8,443,871,316,555,688462,36970,651492,790.4270952927669,67,1481,590.5691499893278,348771.92091911717,0.7471519555773659,116.99367088607595,85,1481,179.28943775802267,32144.702491587883,1.5324712559246731,1173.8594594594595,67,1294,351.8710171082422,123813.21268078889,0.29975566007729093,0.021866316082833827,0.0,0.9770159721374512,0.12799955441238456,0.016383885929768992,0.0603105522337414,0.0,1.0028438568115234,0.20910040923058923,0.04372298114039989,0.034149844723918375,2.193450927734375e-05,1.0028870105743408,0.17036992732663866,0.029025912137284136,864,7,0.9919632606199771,0.008036739380022962,0,0.0,1.0,2,5,864,0,0,0.002296211251435132,0.0057405281285878304,0.0,0.9919632606199771,0.0,0.9449840005497722,1.6368687968645672,19.02369499206543
recording_10.pcap,172.16.0.38:57492->172.19.0.8:443,172.16.0.38,57492,172.19.0.8,443,850,301,549,686767,35693,651074,807.9611764705883,67,1481,587.0400905427994,344616.06790449814,0.7265696764133679,118.5813953488372,85,1481,183.66976410184958,33734.582245229074,1.5488919114296003,1185.9271402550091,67,1294,334.12956564850066,111642.56664045571,0.2817454414414135,0.02240492935315459,0.0,0.97576904296875,0.1327269346374044,0.017616439178241818,0.06331802368164062,0.0,1.0011279582977295,0.21940075609023726,0.04813669177296778,0.034495030876493804,2.002716064453125e-05,1.001305103302002,0.17048560869462145,0.02906534277197559,843,7,0.991764705882353,0.00823529411764706,0,0.0,1.0,2,5,843,0,0,0.002352941176470588,0.0058823529411764705,0.0,0.991764705882353,0.0,0.9376917994738591,1.5938766614666664,19.021785020828247
recording_10.pcap,172.16.0.29:52527->172.19.0.8:443,172.16.0.29,52527,172.19.0.8,443,883,318,565,689468,37228,652240,780.8244620611551,67,1481,592.208045335363,350710.36895993137,0.7584394113013592,117.06918238993711,83,1481,178.78220541989973,31963.076974803218,1.5271500301796528,1154.4070796460178,67,1294,377.5977922250625,142580.09269324146,0.3270924086335709,0.021568595146646306,0.0,0.9755809307098389,0.1249482179231418,0.015612057162168933,0.05992931221561853,0.0,1.0015978813171387,0.2048062460108103,0.04194559840504054,0.0334993118935443,1.9073486328125e-05,1.0014898777008057,0.1681443504874805,0.028272522600856685,876,7,0.9920724801812004,0.007927519818799546,0,0.0,1.0,2,5,876,0,0,0.0022650056625141564,0.0056625141562853904,0.0,0.9920724801812004,0.0,0.9427959389096598,1.6343128142206986,19.02350091934204
recording_10.pcap,172.16.0.31:56696->172.19.0.8:443,172.16.0.31,56696,172.19.0.8,443,886,320,566,689637,37383,652254,778.3713318284424,67,1481,592.7104847830983,351305.7187718154,0.7614752246730165,116.821875,85,1481,178.23165093912016,31766.52139648437,1.5256701789722187,1152.39222614841,67,1294,380.3143086542092,144638.97336712907,0.3300215846867668,0.021495588755203507,0.0,0.9768660068511963,0.12247615268409133,0.015000407976296853,0.05955377716255786,0.0,1.002699851989746,0.2004507064220478,0.04018048570509799,0.03342388667891511,2.09808349609375e-05,1.0028071403503418,0.16377694086766473,0.02682288635997055,879,7,0.9920993227990971,0.007900677200902935,0,0.0,1.0,2,5,879,0,0,0.002257336343115124,0.0056433408577878106,0.0,0.9920993227990971,0.0,0.9436532318881996,1.6711634329435432,19.023596048355103
recording_10.pcap,172.16.0.30:52451->172.19.0.8:443,172.16.0.30,52451,172.19.0.8,443,865,308,557,687891,36223,651668,795.2497109826589,67,1481,589.7500382251974,347805.1075866217,0.7415910123330524,117.60714285714286,83,1481,181.62491197596847,32987.6086502783,1.5443357228445542,1169.9605026929983,67,1294,357.1542448772779,127559.15463385858,0.3052703437895428,0.022016026631549553,0.0,0.975877046585083,0.1297137588194229,0.01682565922706341,0.061874202485969865,0.0,1.000905990600586,0.2138887044399658,0.04574837788700705,0.033945230271318835,3.0040740966796875e-05,1.0025970935821533,0.1666932569582355,0.02778664191534433,858,7,0.991907514450867,0.008092485549132947,0,0.0,1.0,2,5,858,0,0,0.0023121387283236996,0.005780346820809248,0.0,0.991907514450867,0.0,0.9393720176773502,1.646153947325891,19.021847009658813
recording_10.pcap,172.16.0.24:39628->172.19.0.8:443,172.16.0.24,39628,172.19.0.8,443,876,317,559,688899,37097,651802,786.4143835616438,67,1481,591.2528785672994,349579.96641411766,0.7518337544762792,117.02523659305994,83,1481,179.06268220393397,32063.444158067057,1.5301202323273329,1166.0143112701253,67,1294,362.5497951993948,131442.35399912312,0.3109308279453909,0.021739948545183456,0.0,0.9760560989379883,0.1264853303478183,0.01599853879319673,0.06011625332168386,0.0,1.001983880996704,0.20702291745773846,0.04285848835271359,0.03380780621668771,2.09808349609375e-05,1.0017750263214111,0.16693688057565487,0.027867922096330454,869,7,0.9920091324200914,0.007990867579908675,0,0.0,1.0,2,5,869,0,0,0.00228310502283105,0.005707762557077625,0.0,0.9920091324200914,0.0,0.9442262458185988,1.648008759575653,19.022454977035522
recording_10.pcap,172.16.0.25:57725->172.19.0.8:443,172.16.0.25,57725,172.19.0.8,443,869,314,555,688343,36874,651469,792.1093210586881,67,1481,590.1967866459484,348332.24696720304,0.7450951162361339,117.43312101910828,83,1481,179.86260764570477,32350.55762911274,1.531617367271012,1173.818018018018,67,1294,351.9553478533296,123872.56688255824,0.29983808601575507,0.021915025425396757,0.0,0.9749958515167236,0.127352014402161,0.016218535572288226,0.06068878280469023,0.0,1.0009188652038574,0.20829254268262545,0.04338578333719335,0.03403545674003849,1.3828277587890625e-05,1.0016489028930664,0.16834570342992766,0.028340275863317162,862,7,0.9919447640966629,0.00805523590333717,0,0.0,1.0,2,5,862,0,0,0.0023014959723820483,0.005753739930955121,0.0,0.9919447640966629,0.0,0.9437856537663383,1.623975026114035,19.022242069244385
recording_10.pcap,172.16.0.37:58568->172.19.0.8:443,172.16.0.37,58568,172.19.0.8,443,871,314,557,688493,36813,651680,790.4626865671642,67,1481,590.5260012370195,348720.9581369844,0.7470637277030325,117.23885350318471,83,1481,179.91042610238463,32367.761420341605,1.5345631650815954,1169.9820466786355,67,1294,357.10457867207185,127523.68010855796,0.30522227215864234,0.02186706997882361,0.0,0.9759750366210938,0.12807424149410485,0.01640301133429029,0.060700495022173506,0.0,1.0005741119384766,0.20949969882565475,0.04389012380804005,0.03390162968807083,2.002716064453125e-05,1.0016138553619385,0.17253737133217226,0.029769144506215893,862,9,0.9896670493685419,0.010332950631458095,0,0.0,1.0,2,7,862,0,0,0.002296211251435132,0.008036739380022962,0.0,0.9896670493685419,0.0,0.9431017165088891,1.6433642652773603,19.024350881576538
recording_10.pcap,172.16.0.34:58775->172.19.0.8:443,172.16.0.34,58775,172.19.0.8,443,849,304,545,686827,36004,650823,808.9835100117785,67,1481,586.6430519485067,344150.07039945835,0.7251607043757484,118.4342105263158,86,1481,182.7105012053016,33383.127250692516,1.542717263815456,1194.1706422018349,67,1294,321.1471157644231,103135.46996380777,0.26892899926955655,0.022434713424376723,0.0,0.9765350818634033,0.13520529618738433,0.018280472117118324,0.06270552468378551,0.0,1.0008859634399414,0.22225818811364326,0.049398702183559635,0.03467348919195287,8.106231689453125e-05,1.0013980865478516,0.17885503052285928,0.03198912194333293,840,9,0.9893992932862191,0.01060070671378092,0,0.0,1.0,2,7,840,0,0,0.002355712603062426,0.008244994110718492,0.0,0.9893992932862191,0.0,0.9410680547380946,1.5744298919393978,19.02463698387146
