file,flow_id,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,onertt_packets,handshake_packets,initial_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
normal_traffic_recording_15.pcap,172.19.0.41:41856->172.19.0.8:443,172.19.0.41,41856,172.19.0.8,443,77,10,67,81344,1828,79516,1056.4155844155844,66,1294,462.9027653263009,214278.97014673636,0.43818244652494553,182.8,131,435,101.33587716105289,10268.960000000001,0.5543538137913178,1186.8059701492537,66,1294,337.3655282714134,113815.49966584983,0.28426342364033275,0.05735901154969868,1.2874603271484375e-05,4.2450950145721436,0.483590107854252,0.23385939241448706,0.48436498641967773,6.818771362304688e-05,4.2450950145721436,1.3297126893654325,1.7681358362594513,0.06584533416863644,1.2874603271484375e-05,4.266597032546997,0.5210691595084532,0.27151306899084593,74,3,0.961038961038961,0.03896103896103896,0,0.0,1.0,74,2,0,1,0,0.0,0.025974025974025976,0.012987012987012988,0.961038961038961,0.0,0.5570819081034161,1.4701553404502388,4.3592848777771
normal_traffic_recording_15.pcap,172.19.0.34:43530->172.19.0.8:443,172.19.0.34,43530,172.19.0.8,443,43,9,34,42823,2742,40081,995.8837209302326,66,1399,495.5961976552491,245615.59113034073,0.4976446418787967,304.6666666666667,131,1399,395.97334365950553,156794.88888888888,1.2996936881603025,1178.8529411764705,66,1294,330.4205993750231,109177.77249134949,0.28028992237595834,0.0013169504347301665,9.5367431640625e-07,0.021358013153076172,0.003777384452814314,1.4268633304363295e-05,0.006628870964050293,9.5367431640625e-07,0.022474050521850586,0.007191790087041743,5.172184465607188e-05,0.0013603586139100971,2.4080276489257812e-05,0.02363896369934082,0.004654811434410998,2.1667269489923372e-05,37,6,0.8604651162790697,0.13953488372093023,0,0.0,1.0,37,5,1,0,0,0.023255813953488372,0.11627906976744186,0.0,0.8604651162790697,0.0,0.7401470427139037,1.6398378164999499,0.05531191825866699
normal_traffic_recording_15.pcap,172.19.0.33:34732->172.19.0.8:443,172.19.0.8,443,172.19.0.33,34732,38,30,8,37294,36224,1070,981.421052631579,66,1294,501.45092804879454,251453.0332409973,0.5109437246166727,1207.4666666666667,66,1294,275.30379986883986,75792.18222222223,0.22800115934367257,133.75,131,142,4.763139720814412,22.6875,0.03561225959487411,0.0012920224988782728,0.0,0.02059483528137207,0.004139745100560985,1.713748949761868e-05,0.0009382757647284146,2.5987625122070312e-05,0.02236199378967285,0.004079598613860119,1.6643124850209404e-05,0.005979980741228376,0.0,0.02303791046142578,0.008676145306244535,7.527549737506906e-05,36,2,0.9473684210526315,0.05263157894736842,0,0.0,1.0,36,2,0,0,0,0.0,0.05263157894736842,0.0,0.9473684210526315,0.0,0.7424875695421236,1.4086712617925172,0.047804832458496094
normal_traffic_recording_15.pcap,172.19.0.23:34164->172.19.0.8:443,172.19.0.8,443,172.19.0.23,34164,75,66,9,80827,79452,1375,1077.6933333333334,66,1294,447.7692850366383,200497.3326222222,0.41548859140816646,1203.8181818181818,66,1294,308.0224760143771,94877.84573002753,0.25587126084867456,152.77777777777777,131,305,54.00571528968594,2916.6172839506175,0.3534919546233989,0.06251690516600737,0.0,4.53403902053833,0.5233716769130546,0.2739179121947829,0.0711187509390024,2.288818359375e-05,4.556092023849487,0.5606391072567463,0.3143162085856414,0.5778072476387024,0.0,4.53403902053833,1.495345073789829,2.236056889707509,73,2,0.9733333333333334,0.02666666666666667,0,0.0,1.0,73,2,0,0,0,0.0,0.02666666666666667,0.0,0.9733333333333334,0.0,0.5293608652873644,1.3042773249113604,4.626250982284546
normal_traffic_recording_15.pcap,172.19.0.25:46171->172.19.0.8:443,172.19.0.25,46171,172.19.0.8,443,41,7,34,42560,2480,40080,1038.0487804878048,66,1399,468.33555571023567,219338.19274241524,0.4511691208674733,354.2857142857143,131,1399,436.47932835545913,190514.2040816327,1.2319981042291186,1178.8235294117646,66,1294,330.45187160366754,109198.43944636677,0.2803234439751671,0.0017774522304534913,1.1920928955078125e-06,0.020580053329467773,0.004736958987027446,2.2438780444780092e-05,0.010970195134480795,1.1920928955078125e-06,0.022085189819335938,0.008691256335188881,7.553793668396086e-05,0.0015652396462180398,2.8133392333984375e-05,0.025856971740722656,0.00532774930020309,2.8384912605814518e-05,35,6,0.8536585365853658,0.14634146341463414,0,0.0,1.0,35,5,1,0,0,0.024390243902439025,0.12195121951219512,0.0,0.8536585365853658,0.0,0.6593758812786992,1.5536104102176198,0.07109808921813965
normal_traffic_recording_15.pcap,172.19.0.32:48984->172.19.0.8:443,172.19.0.32,48984,172.19.0.8,443,2594,98,2496,3200746,18176,3182570,1233.9036237471087,66,1399,244.87213624554968,59962.36310945905,0.1984532110392252,185.46938775510205,131,1399,207.67450022205972,43128.69804248228,1.1197238678346089,1275.068108974359,66,1294,125.5807700895954,15770.52981629582,0.09848946044977178,0.011589350591880954,0.0,29.094459772109985,0.5712656031055476,0.32634438929154513,0.3097709503370462,0.0,29.094459772109985,2.9379383869583053,8.631481965563168,0.012037304646983176,1.0013580322265625e-05,29.11286997795105,0.5827429479854376,0.33958934342675845,2589,5,0.9980724749421742,0.0019275250578257518,0,0.0,1.0,2589,4,1,0,0,0.00038550501156515033,0.0015420200462606013,0.0,0.9980724749421742,0.0,0.23201692654797462,0.5878290101875938,30.051186084747314
normal_traffic_recording_15.pcap,172.19.0.40:56193->172.19.0.8:443,172.19.0.40,56193,172.19.0.8,443,562,20,542,696033,4161,691872,1238.4928825622776,66,1399,233.5881358483957,54563.417209128565,0.18860676483269956,208.05,131,1399,278.5976444624038,77616.64749999998,1.3390898556231858,1276.5166051660517,66,1294,114.39259896705818,13085.666698438201,0.08961309120783256,0.0002314436669443168,9.5367431640625e-07,0.026134014129638672,0.0015117913387030697,2.28551305177762e-06,0.006833678797671669,9.5367431640625e-07,0.026237010955810547,0.006344540660721969,4.0253196195554366e-05,0.00016943231748344718,2.002716064453125e-05,0.021722078323364258,0.001146777699775892,1.3150990927032857e-06,556,6,0.9893238434163701,0.010676156583629894,0,0.0,1.0,556,5,1,0,0,0.0017793594306049821,0.008896797153024912,0.0,0.9893238434163701,0.0,0.2216801595242257,0.5108117501715471,0.12983989715576172
normal_traffic_recording_15.pcap,172.19.0.24:48712->172.19.0.8:443,172.19.0.24,48712,172.19.0.8,443,56084,1937,54147,69804414,257938,69546476,1244.6404322088297,68,1399,220.48195756652242,48612.2936123658,0.17714510300395678,133.1636551368095,131,1399,50.26894689417176,2526.9670218490605,0.3774974999186266,1284.4012780024748,68,1294,66.98299686361044,4486.7218688304465,0.05215114467013274,0.004103305011069964,0.0,15.000797986984253,0.23680280531452821,0.05607556860483035,0.11886655730156859,0.0,15.049077033996582,1.270693216831078,1.614661251300513,0.003988157111954752,8.821487426757812e-06,15.049044847488403,0.23364692624978858,0.05459088614597415,56073,11,0.9998038656301262,0.00019613436987376079,0,0.0,1.0,56073,7,4,0,0,7.132158904500393e-05,0.00012481278082875687,0.0,0.9998038656301262,0.0,0.21665993027232103,0.4871980104019607,230.1256549358368
normal_traffic_recording_15.pcap,172.19.0.33:44363->172.19.0.8:443,172.19.0.33,44363,172.19.0.8,443,94,21,73,93420,7156,86264,993.8297872340426,66,1399,505.1682179971566,255194.92847442275,0.5083045653150581,340.76190476190476,131,1399,438.79824030140543,192543.89569160994,1.2876974631539286,1181.6986301369864,66,1294,339.4584197884135,115232.01876524677,0.2872631067948876,0.04564568816974599,0.0,4.128273010253906,0.4256593508595877,0.18118588297420563,0.21225244998931886,0.0,4.13284707069397,0.8994707821524628,0.8090476879459633,0.058561874760521784,2.193450927734375e-05,4.129935026168823,0.4832025245254841,0.23348467970780107,78,16,0.8297872340425532,0.1702127659574468,0,0.0,1.0,78,12,4,0,0,0.0425531914893617,0.1276595744680851,0.0,0.8297872340425532,0.0,0.7663350359691776,1.794121368109935,4.245048999786377
normal_traffic_recording_15.pcap,172.19.0.20:51939->172.19.0.8:443,172.19.0.20,51939,172.19.0.8,443,2142,84,2058,2643735,15545,2628190,1234.2366946778711,66,1399,244.80833696338433,59931.121846777925,0.19834796519907225,185.0595238095238,131,1399,217.46402828921674,47290.603599773254,1.1751031441810362,1277.0602526724977,66,1294,116.97736885580026,13683.70482442595,0.09159894265834545,0.0002855861482081264,0.0,0.12568998336791992,0.0033756994201182304,1.1395346574986558e-05,0.007366746304983116,0.0,0.12568998336791992,0.016409210882612366,0.0002692622017900441,0.0002738313299391417,1.0013580322265625e-05,0.1394209861755371,0.003654774516089291,1.3357376763455711e-05,2136,6,0.9971988795518207,0.0028011204481792717,0,0.0,1.0,2136,5,1,0,0,0.00046685340802987864,0.002334267040149393,0.0,0.9971988795518207,0.0,0.23868451135100135,0.600008357320623,0.6114399433135986
