file,flow_id,window_size,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,initial_packets,handshake_packets,onertt_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
SCAN2_HTTP3.pcap,172.16.0.25:35531->172.19.0.8:443,24,172.16.0.25,35531,172.19.0.8,443,24,7,17,24124,3074,21050,1005.1666666666666,86,1294,500.2998822928326,250299.97222222216,0.49772828614773595,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1238.235294117647,374,1294,216.0597764268476,46681.82698961937,0.17449008072477004,0.0006631768268087636,0.0,0.00923609733581543,0.0019426607376341867,3.7739307415454024e-06,0.0025421778361002603,0.0,0.012081146240234375,0.004317781925733207,1.8643240758188364e-05,0.0003743767738342285,2.002716064453125e-05,0.0030431747436523438,0.0009225497301052803,8.510980045173255e-07,18,6,0.75,0.25,0,0.0,1.0,2,4,18,0,0,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0,0.8708644692353644,1.2593984370492772,0.015253067016601562
SCAN2_HTTP3.pcap,172.16.0.35:38230->172.19.0.8:443,24,172.16.0.35,38230,172.19.0.8,443,24,7,17,24128,3074,21054,1005.3333333333334,86,1294,500.09021408364134,250090.22222222225,0.49743721560043896,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1238.4705882352941,378,1294,215.11860412533002,46276.013840830456,0.1736969825273397,0.0006537333778713061,9.5367431640625e-07,0.008401870727539062,0.001821140019386819,3.3165509702122232e-06,0.0024864673614501953,9.5367431640625e-07,0.01190495491027832,0.004266506634995817,1.820307886646333e-05,0.00041462481021881104,2.384185791015625e-05,0.0036928653717041016,0.0010416636113279483,1.085063079164783e-06,18,6,0.75,0.25,0,0.0,1.0,2,4,18,0,0,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0,0.8708644692353644,1.2593984370492772,0.015035867691040039
SCAN2_HTTP3.pcap,172.16.0.25:49542->172.19.0.8:443,24,172.16.0.25,49542,172.19.0.8,443,24,9,15,21715,3246,18469,904.7916666666666,86,1294,551.0144416715007,303616.91493055556,0.6089959290866229,360.6666666666667,86,1294,499.0506542982942,249051.55555555556,1.3836894296625533,1231.2666666666667,377,1294,228.31337139019158,52126.99555555555,0.18542966976300146,0.0007041329922883407,0.0,0.009079933166503906,0.001977979754391924,3.912403908784336e-06,0.0020243823528289795,0.0,0.012916088104248047,0.004174182977938539,1.7423803533311855e-05,0.0005055836268833705,2.5033950805664062e-05,0.004018068313598633,0.0011830228707552363,1.3995431127299603e-06,18,6,0.75,0.25,0,0.0,1.0,2,4,18,0,0,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0,0.954434002924965,1.434560814286289,0.016195058822631836
SCAN2_HTTP3.pcap,172.16.0.35:51333->172.19.0.8:443,24,172.16.0.35,51333,172.19.0.8,443,24,7,17,24120,3074,21046,1005.0,86,1294,500.51073914552524,250511.0,0.49802063596569673,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1238.0,370,1294,217.0009487645293,47089.41176470588,0.17528348042369088,0.0006509552831235139,1.1920928955078125e-06,0.008589982986450195,0.0018495624021527836,3.4208810794571752e-06,0.002468148867289225,1.1920928955078125e-06,0.011963844299316406,0.004294931370715004,1.844643547915186e-05,0.00039887428283691406,1.5974044799804688e-05,0.0035660266876220703,0.0010075045482941087,1.015065414833316e-06,18,6,0.75,0.25,0,0.0,1.0,2,4,18,0,0,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0,0.8708644692353644,1.2593984370492772,0.01497197151184082
SCAN2_HTTP3.pcap,172.16.0.25:41895->172.19.0.8:443,24,172.16.0.25,41895,172.19.0.8,443,24,9,15,21714,3246,18468,904.75,86,1294,551.0543870617491,303660.9375,0.6090681260699079,360.6666666666667,86,1294,499.0506542982942,249051.55555555556,1.3836894296625533,1231.2,376,1294,228.5628141233827,52240.96,0.1856423116661653,0.0006420819655708644,0.0,0.008754968643188477,0.0018648443143761482,3.477644316861046e-06,0.0018459856510162354,0.0,0.011888980865478516,0.0038400653763905543,1.4746102094953528e-05,0.00042770590100969585,2.5033950805664062e-05,0.0033109188079833984,0.0009905295220393815,9.811487340315657e-07,18,6,0.75,0.25,0,0.0,1.0,2,4,18,0,0,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0,0.954434002924965,1.434560814286289,0.014767885208129883
SCAN2_HTTP3.pcap,172.16.0.35:34796->172.19.0.8:443,24,172.16.0.35,34796,172.19.0.8,443,24,7,17,24123,3074,21049,1005.125,86,1294,500.3524851292337,250352.609375,0.4978012537040007,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1238.1764705882354,373,1294,216.29506950789607,46783.557093425596,0.17468840237703612,0.0006540028945259426,0.0,0.00873708724975586,0.0018679601780388075,3.4892752267387736e-06,0.0024666786193847656,0.0,0.012003898620605469,0.004312608282947306,1.8598590202145715e-05,0.00039406120777130127,2.5033950805664062e-05,0.0034308433532714844,0.000978860135537198,9.581671649439016e-07,18,6,0.75,0.25,0,0.0,1.0,2,4,18,0,0,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0,0.8708644692353644,1.2593984370492772,0.01504206657409668
SCAN2_HTTP3.pcap,172.16.0.25:41154->172.19.0.8:443,24,172.16.0.25,41154,172.19.0.8,443,24,8,16,22926,3160,19766,955.25,86,1294,528.3606131232721,279164.9375,0.5531123926964376,395.0,86,1294,519.2051617617067,269574.0,1.3144434474979916,1235.375,382,1294,220.3414608624532,48550.359375,0.17835998046136048,0.0006155242090639861,0.0,0.008852005004882812,0.0019020379283690419,3.617748280954397e-06,0.002014705113002232,0.0,0.009212017059326172,0.0031973764962794755,1.0223216458960414e-05,0.00035367012023925783,2.4080276489257812e-05,0.0043430328369140625,0.0010740896962164394,1.153668675518323e-06,18,6,0.75,0.25,0,0.0,1.0,2,4,18,0,0,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0,0.9182958340544896,1.3563429881688323,0.01415705680847168
SCAN2_HTTP3.pcap,172.16.0.35:42598->172.19.0.8:443,24,172.16.0.35,42598,172.19.0.8,443,24,7,17,24122,3074,21048,1005.0833333333334,86,1294,500.4051622324543,250405.3263888889,0.49787430120134746,439.14285714285717,86,1294,540.8288423657654,292495.8367346939,1.231555594196603,1238.1176470588234,372,1294,216.53036259119744,46885.39792387543,0.17488674287582465,0.0006790057472560717,0.0,0.008207082748413086,0.001841362659104511,3.3906164423444357e-06,0.002579331398010254,0.0,0.012281179428100586,0.004409823581049185,1.944654401597745e-05,0.00046312808990478516,2.288818359375e-05,0.004248142242431641,0.0011811280862933451,1.3950635562309799e-06,18,6,0.75,0.25,0,0.0,1.0,2,4,18,0,0,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0,0.8708644692353644,1.2593984370492772,0.015617132186889648
SCAN2_HTTP3.pcap,172.16.0.25:56142->172.19.0.8:443,24,172.16.0.25,56142,172.19.0.8,443,24,8,16,22924,3160,19764,955.1666666666666,86,1294,528.451169824506,279260.6388888889,0.5532554561066194,395.0,86,1294,519.2051617617067,269574.0,1.3144434474979916,1235.25,380,1294,220.82558162495576,48763.9375,0.17876995071844223,0.0006396874137546705,0.0,0.008679866790771484,0.0018501038542228312,3.422884271410175e-06,0.002096278326851981,0.0,0.01178288459777832,0.004003591732725391,1.60287467623471e-05,0.00040219624837239585,1.621246337890625e-05,0.003270864486694336,0.0009675930864619155,9.36236380968896e-07,18,6,0.75,0.25,0,0.0,1.0,2,4,18,0,0,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0,0.9182958340544896,1.3563429881688323,0.014712810516357422
SCAN2_HTTP3.pcap,172.16.0.35:39350->172.19.0.8:443,24,172.16.0.35,39350,172.19.0.8,443,24,8,16,22926,3160,19766,955.25,86,1294,528.3606131232721,279164.9375,0.5531123926964376,395.0,86,1294,519.2051617617067,269574.0,1.3144434474979916,1235.375,382,1294,220.3414608624532,48550.359375,0.17835998046136048,0.0006527382394541864,0.0,0.008687019348144531,0.0018597277618936361,3.458587348357913e-06,0.0021335738045828684,0.0,0.011951923370361328,0.004056258452715981,1.6453232635229843e-05,0.00042173067728678383,2.6941299438476562e-05,0.0034279823303222656,0.000995903927073693,9.918246319608037e-07,18,6,0.75,0.25,0,0.0,1.0,2,4,18,0,0,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0,0.9182958340544896,1.3563429881688323,0.015012979507446289
