label,source_file,file,flow_id,window_size,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,initial_packets,handshake_packets,zerortt_packets,onertt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
NORMAL,normal_traffic_recording_23.csv,normal_traffic_recording_23.pcap,172.19.0.30:58607->172.19.0.8:443,2,172.19.0.30,58607,172.19.0.8,443,2,1,1,2693,1399,1294,1346.5,1294,1399,52.5,2756.25,0.038989974006684,1399.0,1399,1399,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0315320491790771,0.0315320491790771,0.0315320491790771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0315320491790771
CONNECTION_FLOOD,QUIC_CONNECT6.csv,QUIC_CONNECT6.pcap,172.16.0.47:56508->172.19.0.8:443,2,172.16.0.47,56508,172.19.0.8,443,2,2,0,2588,2588,0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.200761079788208,0.200761079788208,0.200761079788208,0.0,0.0,0.200761079788208,0.200761079788208,0.200761079788208,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200761079788208
SCAN,traffic_record_scan_3.csv,traffic_record_scan_3.pcap,172.16.0.53:40459->172.19.0.8:443,2,172.16.0.53,40459,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0773520469665527,0.0773520469665527,0.0773520469665527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0773520469665527
CONNECTION_FLOOD,traffic_record_QUIC_CONNECT_3.csv,traffic_record_QUIC_CONNECT_3.pcap,172.16.0.56:48302->172.19.0.8:443,2,172.16.0.56,48302,172.19.0.8,443,2,2,0,2588,2588,0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.2011539936065673,0.2011539936065673,0.2011539936065673,0.0,0.0,0.2011539936065673,0.2011539936065673,0.2011539936065673,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2011539936065673
NORMAL,normal_traffic_recording_12.csv,normal_traffic_recording_12.pcap,172.19.0.30:53344->172.19.0.8:443,2,172.19.0.8,443,172.19.0.30,53344,2,2,0,2584,2584,0,1292.0,1292,1292,0.0,0.0,0.0,1292.0,1292,1292,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0004940032958984,0.0004940032958984,0.0004940032958984,0.0,0.0,0.0004940032958984,0.0004940032958984,0.0004940032958984,0.0,0.0,0,0,0,0,0,2,0,1.0,0.0,0,0.0,1.0,0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0004940032958984
GET_FLOOD,recording_6.csv,recording_6.pcap,172.16.0.27:56106->172.19.0.8:443,2,172.16.0.27,56106,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0600090026855468,0.0600090026855468,0.0600090026855468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0600090026855468
SCAN,traffic_record_scan_5.csv,traffic_record_scan_5.pcap,172.16.0.36:59756->172.19.0.8:443,2,172.16.0.36,59756,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.012376070022583,0.012376070022583,0.012376070022583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.012376070022583
SCAN,traffic_record_scan_5.csv,traffic_record_scan_5.pcap,172.16.0.56:47505->172.19.0.8:443,2,172.16.0.56,47505,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0088770389556884,0.0088770389556884,0.0088770389556884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0088770389556884
GET_FLOOD,recording_53.csv,recording_53.pcap,172.16.0.31:36037->172.19.0.8:443,2,172.16.0.31,36037,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.1476790904998779,0.1476790904998779,0.1476790904998779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.1476790904998779
GET_FLOOD,recording_49.csv,recording_49.pcap,172.16.0.48:47089->172.19.0.8:443,2,172.16.0.48,47089,172.19.0.8,443,2,2,0,2588,2588,0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.2005050182342529,0.2005050182342529,0.2005050182342529,0.0,0.0,0.2005050182342529,0.2005050182342529,0.2005050182342529,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2005050182342529
NORMAL,normal_traffic_recording_12.csv,normal_traffic_recording_12.pcap,172.19.0.32:45999->172.19.0.8:443,2,172.19.0.32,45999,172.19.0.8,443,2,2,0,1838,1838,0,919.0,439,1399,480.0,230400.0,0.5223068552774756,919.0,439,1399,480.0,230400.0,0.5223068552774756,0.0,0,0,0.0,0.0,0.0,0.0275290012359619,0.0275290012359619,0.0275290012359619,0.0,0.0,0.0275290012359619,0.0275290012359619,0.0275290012359619,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0275290012359619
CONNECTION_FLOOD,traffic_record_QUIC_CONNECT_9.csv,traffic_record_QUIC_CONNECT_9.pcap,172.16.0.49:49198->172.19.0.8:443,2,172.16.0.49,49198,172.19.0.8,443,2,2,0,2588,2588,0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.2001008987426757,0.2001008987426757,0.2001008987426757,0.0,0.0,0.2001008987426757,0.2001008987426757,0.2001008987426757,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001008987426757
GET_FLOOD,recording_10.csv,recording_10.pcap,172.16.0.44:43016->172.19.0.8:443,2,172.16.0.44,43016,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0095191001892089,0.0095191001892089,0.0095191001892089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0095191001892089
CONNECTION_FLOOD,traffic_record_QUIC_CONNECT_8.csv,traffic_record_QUIC_CONNECT_8.pcap,172.16.0.44:59176->172.19.0.8:443,2,172.16.0.44,59176,172.19.0.8,443,2,2,0,2588,2588,0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.2008512020111084,0.2008512020111084,0.2008512020111084,0.0,0.0,0.2008512020111084,0.2008512020111084,0.2008512020111084,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008512020111084
GET_FLOOD,recording_57.csv,recording_57.pcap,172.16.0.63:36484->172.19.0.8:443,2,172.16.0.63,36484,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.1032919883728027,0.1032919883728027,0.1032919883728027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.1032919883728027
NORMAL,normal_traffic_recording_5.csv,normal_traffic_recording_5.pcap,172.19.0.17:60045->172.19.0.8:443,2,172.19.0.17,60045,172.19.0.8,443,2,1,1,2693,1399,1294,1346.5,1294,1399,52.5,2756.25,0.038989974006684,1399.0,1399,1399,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0086669921875,0.0086669921875,0.0086669921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0086669921875
NORMAL,normal_traffic_recording_19.csv,normal_traffic_recording_19.pcap,172.19.0.31:51248->172.19.0.8:443,2,172.19.0.8,443,172.19.0.31,51248,2,2,0,2584,2584,0,1292.0,1292,1292,0.0,0.0,0.0,1292.0,1292,1292,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6.29425048828125e-05,6.29425048828125e-05,6.29425048828125e-05,0.0,0.0,6.29425048828125e-05,6.29425048828125e-05,6.29425048828125e-05,0.0,0.0,0,0,0,0,0,2,0,1.0,0.0,0,0.0,1.0,0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.29425048828125e-05
SCAN,traffic_record_scan_6.csv,traffic_record_scan_6.pcap,172.16.0.53:53819->172.19.0.8:443,2,172.16.0.53,53819,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0188930034637451,0.0188930034637451,0.0188930034637451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0188930034637451
SCAN,SCAN_HTTP3.csv,SCAN_HTTP3.pcap,172.16.0.44:40680->172.19.0.8:443,2,172.16.0.44,40680,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.009890079498291,0.009890079498291,0.009890079498291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.009890079498291
CONNECTION_FLOOD,traffic_record_QUIC_CONNECT_3.csv,traffic_record_QUIC_CONNECT_3.pcap,172.16.0.38:53333->172.19.0.8:443,2,172.16.0.38,53333,172.19.0.8,443,2,2,0,2588,2588,0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.2017850875854492,0.2017850875854492,0.2017850875854492,0.0,0.0,0.2017850875854492,0.2017850875854492,0.2017850875854492,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017850875854492
NORMAL,normal_traffic_recording_14.csv,normal_traffic_recording_14.pcap,172.19.0.39:49149->172.19.0.8:443,2,172.19.0.39,49149,172.19.0.8,443,2,1,1,2693,1399,1294,1346.5,1294,1399,52.5,2756.25,0.038989974006684,1399.0,1399,1399,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0206689834594726,0.0206689834594726,0.0206689834594726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0206689834594726
NORMAL,normal_traffic_recording_8.csv,normal_traffic_recording_8.pcap,172.19.0.28:49698->172.19.0.8:443,2,172.19.0.28,49698,172.19.0.8,443,2,1,1,2693,1399,1294,1346.5,1294,1399,52.5,2756.25,0.038989974006684,1399.0,1399,1399,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0197279453277587,0.0197279453277587,0.0197279453277587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0197279453277587
SCAN,traffic_record_scan_5.csv,traffic_record_scan_5.pcap,172.16.0.34:60930->172.19.0.8:443,2,172.16.0.34,60930,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.012192964553833,0.012192964553833,0.012192964553833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.012192964553833
SCAN,traffic_record_scan_4.csv,traffic_record_scan_4.pcap,172.16.0.31:42747->172.19.0.8:443,2,172.16.0.31,42747,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0162980556488037,0.0162980556488037,0.0162980556488037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0162980556488037
NORMAL,normal_traffic_recording_5.csv,normal_traffic_recording_5.pcap,172.19.0.37:56471->172.19.0.8:443,2,172.19.0.37,56471,172.19.0.8,443,2,1,1,2693,1399,1294,1346.5,1294,1399,52.5,2756.25,0.038989974006684,1399.0,1399,1399,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0107858180999755,0.0107858180999755,0.0107858180999755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0107858180999755
SCAN,traffic_record_scan_3.csv,traffic_record_scan_3.pcap,172.16.0.35:34191->172.19.0.8:443,2,172.16.0.35,34191,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.1791861057281494,0.1791861057281494,0.1791861057281494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.1791861057281494
NORMAL,normal_traffic_recording_9.csv,normal_traffic_recording_9.pcap,172.19.0.32:53804->172.19.0.8:443,2,172.19.0.32,53804,172.19.0.8,443,2,2,0,580,580,0,290.0,142,438,148.0,21904.0,0.5103448275862069,290.0,142,438,148.0,21904.0,0.5103448275862069,0.0,0,0,0.0,0.0,0.0,0.0119431018829345,0.0119431018829345,0.0119431018829345,0.0,0.0,0.0119431018829345,0.0119431018829345,0.0119431018829345,0.0,0.0,0,0,0,0,0,1,1,0.5,0.5,0,0.0,1.0,0,1,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0119431018829345
SCAN,traffic_record_scan_6.csv,traffic_record_scan_6.pcap,172.16.0.54:38735->172.19.0.8:443,2,172.16.0.54,38735,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0088520050048828,0.0088520050048828,0.0088520050048828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0088520050048828
SCAN,traffic_record_scan.csv,traffic_record_scan.pcap,172.16.0.37:34847->172.19.0.8:443,2,172.16.0.37,34847,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0368628501892089,0.0368628501892089,0.0368628501892089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0368628501892089
GET_FLOOD,traffic_record_GET_FLOOD.csv,traffic_record_GET_FLOOD.pcap,172.16.0.35:34291->172.19.0.8:443,2,172.16.0.35,34291,172.19.0.8,443,2,1,1,2588,1294,1294,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0330240726470947,0.0330240726470947,0.0330240726470947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0330240726470947
NORMAL,normal_traffic_recording_7.csv,normal_traffic_recording_7.pcap,172.19.0.33:51862->172.19.0.8:443,2,172.19.0.33,51862,172.19.0.8,443,2,1,1,2693,1399,1294,1346.5,1294,1399,52.5,2756.25,0.038989974006684,1399.0,1399,1399,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0101840496063232,0.0101840496063232,0.0101840496063232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0101840496063232
NORMAL,normal_traffic_recording_7.csv,normal_traffic_recording_7.pcap,172.19.0.28:44907->172.19.0.8:443,2,172.19.0.28,44907,172.19.0.8,443,2,1,1,2693,1399,1294,1346.5,1294,1399,52.5,2756.25,0.038989974006684,1399.0,1399,1399,0.0,0.0,0.0,1294.0,1294,1294,0.0,0.0,0.0,0.0101490020751953,0.0101490020751953,0.0101490020751953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,1.0,0,0.0,1.0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0101490020751953
