file,flow_id,window_size,total_packets_in_flow,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,initial_packets,handshake_packets,zerortt_packets,onertt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
recording_49.pcap,172.16.0.34:39023->172.19.0.8:443,5,4429,172.16.0.34,39023,172.19.0.8,443,5,3,2,5274,2686,2588,1054.8,98,1294,478.4,228866.56,0.453545695866515,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,1294.0,1294,1294,0.0,0.0,0.0,0.004088222980499268,0.0,0.015630006790161133,0.00666696277258048,4.4448392610974e-05,0.008176445960998535,0.0,0.01635289192199707,0.008176445960998535,6.685426855312926e-05,0.0001499652862548828,0.0001499652862548828,0.0001499652862548828,0.0,0.0,0,5,0.0,1.0,0,0.0,1.0,2,3,0,0,0,0.4,0.6,0.0,0.0,0.0,0.9709505944546686,0.7219280948873623,0.01635289192199707
recording_49.pcap,172.16.0.37:58401->172.19.0.8:443,5,3588,172.16.0.37,58401,172.19.0.8,443,5,3,2,5274,2686,2588,1054.8,98,1294,478.4,228866.56,0.453545695866515,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,1294.0,1294,1294,0.0,0.0,0.0,0.00856173038482666,8.916854858398438e-05,0.033902883529663086,0.014630750211086107,0.00021405885173919614,0.016996026039123535,8.916854858398438e-05,0.033902883529663086,0.01690685749053955,0.0002858418302054133,9.298324584960938e-05,9.298324584960938e-05,9.298324584960938e-05,0.0,0.0,0,5,0.0,1.0,0,0.0,1.0,2,3,0,0,0,0.4,0.6,0.0,0.0,0.0,0.9709505944546686,0.7219280948873623,0.03424692153930664
recording_49.pcap,172.16.0.58:55459->172.19.0.8:443,5,3002,172.16.0.58,55459,172.19.0.8,443,5,3,2,5274,2686,2588,1054.8,98,1294,478.4,228866.56,0.453545695866515,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,1294.0,1294,1294,0.0,0.0,0.0,0.012670457363128662,0.0,0.04998588562011719,0.021545231861571888,0.0004641970159688924,0.025340914726257324,0.0,0.05068182945251465,0.025340914726257324,0.0006421619591634453,0.00010395050048828125,0.00010395050048828125,0.00010395050048828125,0.0,0.0,0,5,0.0,1.0,0,0.0,1.0,2,3,0,0,0,0.4,0.6,0.0,0.0,0.0,0.9709505944546686,0.7219280948873623,0.05068182945251465
recording_49.pcap,172.16.0.49:36806->172.19.0.8:443,5,4347,172.16.0.49,36806,172.19.0.8,443,5,3,2,5274,2686,2588,1054.8,98,1294,478.4,228866.56,0.453545695866515,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,1294.0,1294,1294,0.0,0.0,0.0,0.014729499816894531,0.0,0.058300018310546875,0.025156160732132664,0.0006328324227808935,0.029458999633789062,0.0,0.058917999267578125,0.029458999633789062,0.0008678326594235841,0.00010991096496582031,0.00010991096496582031,0.00010991096496582031,0.0,0.0,0,5,0.0,1.0,0,0.0,1.0,2,3,0,0,0,0.4,0.6,0.0,0.0,0.0,0.9709505944546686,0.7219280948873623,0.058917999267578125
recording_49.pcap,172.16.0.52:55964->172.19.0.8:443,5,3638,172.16.0.52,55964,172.19.0.8,443,5,3,2,5274,2686,2588,1054.8,98,1294,478.4,228866.56,0.453545695866515,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,1294.0,1294,1294,0.0,0.0,0.0,0.016566991806030273,3.0994415283203125e-05,0.06569194793701172,0.028362743576164303,0.0008044452231672494,0.03313398361206055,3.0994415283203125e-05,0.06623697280883789,0.033102989196777344,0.0010958078937619575,9.894371032714844e-05,9.894371032714844e-05,9.894371032714844e-05,0.0,0.0,0,5,0.0,1.0,0,0.0,1.0,2,3,0,0,0,0.4,0.6,0.0,0.0,0.0,0.9709505944546686,0.7219280948873623,0.0662679672241211
recording_49.pcap,172.16.0.24:40296->172.19.0.8:443,5,3037,172.16.0.24,40296,172.19.0.8,443,5,3,2,5274,2686,2588,1054.8,98,1294,478.4,228866.56,0.453545695866515,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,1294.0,1294,1294,0.0,0.0,0.0,0.01875823736190796,5.602836608886719e-05,0.0741569995880127,0.03198535768462789,0.0010230631062135842,0.03751647472381592,5.602836608886719e-05,0.07497692108154297,0.03746044635772705,0.0014032850413201459,0.0001468658447265625,0.0001468658447265625,0.0001468658447265625,0.0,0.0,0,5,0.0,1.0,0,0.0,1.0,2,3,0,0,0,0.4,0.6,0.0,0.0,0.0,0.9709505944546686,0.7219280948873623,0.07503294944763184
recording_49.pcap,172.16.0.45:56806->172.19.0.8:443,5,4422,172.16.0.45,56806,172.19.0.8,443,5,3,2,5274,2686,2588,1054.8,98,1294,478.4,228866.56,0.453545695866515,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,1294.0,1294,1294,0.0,0.0,0.0,0.022078216075897217,0.0,0.08778786659240723,0.03793774949574057,0.001439272836801564,0.044156432151794434,0.0,0.08831286430358887,0.044156432151794434,0.0019497905003760252,0.00013113021850585938,0.00013113021850585938,0.00013113021850585938,0.0,0.0,0,5,0.0,1.0,0,0.0,1.0,2,3,0,0,0,0.4,0.6,0.0,0.0,0.0,0.9709505944546686,0.7219280948873623,0.08831286430358887
recording_49.pcap,172.16.0.31:48163->172.19.0.8:443,5,3666,172.16.0.31,48163,172.19.0.8,443,5,3,2,5274,2686,2588,1054.8,98,1294,478.4,228866.56,0.453545695866515,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,1294.0,1294,1294,0.0,0.0,0.0,0.024251222610473633,3.0040740966796875e-05,0.09647297859191895,0.041697503285776844,0.0017386817802673704,0.048502445220947266,3.0040740966796875e-05,0.09697484970092773,0.04847240447998047,0.0023495739960708306,8.988380432128906e-05,8.988380432128906e-05,8.988380432128906e-05,0.0,0.0,0,5,0.0,1.0,0,0.0,1.0,2,3,0,0,0,0.4,0.6,0.0,0.0,0.0,0.9709505944546686,0.7219280948873623,0.09700489044189453
recording_49.pcap,172.16.0.26:58327->172.19.0.8:443,5,2934,172.16.0.26,58327,172.19.0.8,443,5,3,2,5274,2686,2588,1054.8,98,1294,478.4,228866.56,0.453545695866515,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,1294.0,1294,1294,0.0,0.0,0.0,0.025899767875671387,4.00543212890625e-05,0.10297203063964844,0.044498001291835836,0.0019800721189682235,0.05179953575134277,4.00543212890625e-05,0.10355901718139648,0.05175948143005371,0.002679043917908075,0.00010991096496582031,0.00010991096496582031,0.00010991096496582031,0.0,0.0,0,5,0.0,1.0,0,0.0,1.0,2,3,0,0,0,0.4,0.6,0.0,0.0,0.0,0.9709505944546686,0.7219280948873623,0.10359907150268555
recording_49.pcap,172.16.0.32:37150->172.19.0.8:443,5,3653,172.16.0.32,37150,172.19.0.8,443,5,3,2,5274,2686,2588,1054.8,98,1294,478.4,228866.56,0.453545695866515,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,1294.0,1294,1294,0.0,0.0,0.0,0.02797776460647583,2.9087066650390625e-05,0.11142992973327637,0.048181255223123644,0.0023214333548757793,0.05595552921295166,2.9087066650390625e-05,0.11188197135925293,0.05592644214630127,0.003127766931143583,0.0001201629638671875,0.0001201629638671875,0.0001201629638671875,0.0,0.0,0,5,0.0,1.0,0,0.0,1.0,2,3,0,0,0,0.4,0.6,0.0,0.0,0.0,0.9709505944546686,0.7219280948873623,0.11191105842590332
