file,flow_id,window_size,client_ip,client_port,server_ip,server_port,total_packets,outgoing_packets,incoming_packets,total_bytes,outgoing_bytes,incoming_bytes,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,packet_size_var,packet_size_cv,packet_size_out_mean,packet_size_out_min,packet_size_out_max,packet_size_out_std,packet_size_out_var,packet_size_out_cv,packet_size_in_mean,packet_size_in_min,packet_size_in_max,packet_size_in_std,packet_size_in_var,packet_size_in_cv,iat_mean,iat_min,iat_max,iat_std,iat_var,iat_out_mean,iat_out_min,iat_out_max,iat_out_std,iat_out_var,iat_in_mean,iat_in_min,iat_in_max,iat_in_std,iat_in_var,short_header_count,long_header_count,short_header_ratio,long_header_ratio,spin_bit_count,spin_bit_ratio,no_spin_bit_ratio,handshake_packets,onertt_packets,initial_packets,zerortt_packets,retry_packets,initial_ratio,handshake_ratio,zerortt_ratio,onertt_ratio,retry_ratio,entropy_direction,entropy_packet_size,duration
traffic_record_scan_5.pcap,172.16.0.30:58275->172.19.0.8:443,6,172.16.0.30,58275,172.19.0.8,443,6,4,2,2067,400,1667,344.5,86,1292,435.6863359497671,189822.58333333334,1.2646918314942441,100.0,86,128,16.792855623746664,282.0,0.16792855623746664,833.5,375,1292,458.5,210222.25,0.5500899820035993,0.00295562744140625,2.8133392333984375e-05,0.01176905632019043,0.004465810541188085,1.994346378978662e-05,0.004916667938232422,3.0040740966796875e-05,0.013759136199951172,0.006264105385761352,3.923901628392438e-05,0.0030090808868408203,0.0030090808868408203,0.0030090808868408203,0.0,0.0,4,2,0.6666666666666666,0.3333333333333333,0,0.0,1.0,2,4,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.9182958340544896,2.251629167387823,0.01477813720703125
traffic_record_scan_5.pcap,172.16.0.54:46223->172.19.0.8:443,6,172.19.0.8,443,172.16.0.54,46223,6,3,3,4482,2962,1520,747.0,98,1294,553.943137876082,306853.0,0.7415570788167095,987.3333333333334,374,1294,433.6921591277491,188088.88888888888,0.43925606933938127,506.6666666666667,98,1294,556.8634382762878,310096.8888888889,1.0990725755453048,0.0015106201171875,2.384185791015625e-05,0.005053043365478516,0.00195231263045771,3.811524607044703e-06,0.002672553062438965,2.8133392333984375e-05,0.005316972732543945,0.0026444196701049805,6.992955391638134e-06,0.0012359619140625,2.384185791015625e-05,0.0024480819702148438,0.0012121200561523438,1.469235030526761e-06,1,5,0.16666666666666666,0.8333333333333334,0,0.0,1.0,4,1,1,0,0,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0,1.0,1.7924812503605778,0.0075531005859375
traffic_record_scan_5.pcap,172.16.0.56:41305->172.19.0.8:443,6,172.16.0.56,41305,172.19.0.8,443,6,3,3,5655,2686,2969,942.5,98,1294,503.7644125316251,253778.58333333334,0.5344980504314325,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,989.6666666666666,381,1294,430.3923274822119,185237.55555555553,0.43488615104298944,0.004048776626586914,0.0,0.016438007354736328,0.006340685012231821,4.020428642434125e-05,0.0100175142288208,0.0,0.0200350284576416,0.0100175142288208,0.0001003505913246272,0.001902937889099121,2.8848648071289062e-05,0.003777027130126953,0.001874089241027832,3.5122104833362755e-06,0,6,0.0,1.0,0,0.0,1.0,4,0,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.2516291673878228,0.02024388313293457
traffic_record_scan_5.pcap,172.16.0.39:35172->172.19.0.8:443,6,172.16.0.39,35172,172.19.0.8,443,6,3,3,5651,2686,2965,941.8333333333334,98,1294,504.5091398797669,254529.47222222222,0.5356671101183156,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,988.3333333333334,377,1294,432.27794556537606,186864.22222222225,0.43738072063950356,0.0026664257049560545,9.5367431640625e-07,0.009546995162963867,0.0036942248474534423,1.3647297223542409e-05,0.0065615177154541016,9.5367431640625e-07,0.013122081756591797,0.006560564041137695,4.304100053786897e-05,0.0018925666809082031,2.5987625122070312e-05,0.003759145736694336,0.0018665790557861328,3.484117371499451e-06,0,6,0.0,1.0,0,0.0,1.0,4,0,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.2516291673878228,0.013332128524780273
traffic_record_scan_5.pcap,172.16.0.35:35619->172.19.0.8:443,6,172.16.0.35,35619,172.19.0.8,443,6,3,3,5650,2686,2964,941.6666666666666,98,1294,504.69583799441904,254717.88888888888,0.5359601819409759,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,988.0,376,1294,432.7493500861671,187272.0,0.43800541506697077,0.0026033878326416015,9.5367431640625e-07,0.009095907211303711,0.003517894205390522,1.2375579640320211e-05,0.006363511085510254,9.5367431640625e-07,0.012726068496704102,0.006362557411193848,4.0482136810737757e-05,0.0019605159759521484,3.218650817871094e-05,0.003888845443725586,0.0019283294677734375,3.7184545362833887e-06,0,6,0.0,1.0,0,0.0,1.0,4,0,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.2516291673878228,0.013016939163208008
traffic_record_scan_5.pcap,172.16.0.43:58421->172.19.0.8:443,6,172.16.0.43,58421,172.19.0.8,443,6,3,3,5655,2686,2969,942.5,98,1294,503.7644125316251,253778.58333333334,0.5344980504314325,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,989.6666666666666,381,1294,430.3923274822119,185237.55555555553,0.43488615104298944,0.003699779510498047,0.0,0.00950002670288086,0.0036166607713498944,1.3080235135021212e-05,0.0063599348068237305,0.0,0.012719869613647461,0.0063599348068237305,4.0448770747048e-05,0.0044994354248046875,2.6941299438476562e-05,0.008971929550170898,0.004472494125366211,2.0003203701435268e-05,0,6,0.0,1.0,0,0.0,1.0,4,0,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.2516291673878228,0.018498897552490234
traffic_record_scan_5.pcap,172.16.0.53:59391->172.19.0.8:443,6,172.16.0.53,59391,172.19.0.8,443,6,3,3,5644,2686,2958,940.6666666666666,98,1294,505.8203457970253,255854.22222222225,0.5377253853263912,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,986.0,370,1294,435.57777721091327,189728.0,0.4417624515323664,0.004382610321044922,0.0,0.01129603385925293,0.004195241286840771,1.7600049454813414e-05,0.008105039596557617,0.0,0.016210079193115234,0.008105039596557617,6.569166686176686e-05,0.00530850887298584,2.4080276489257812e-05,0.010592937469482422,0.005284428596496582,2.7925185591470836e-05,0,6,0.0,1.0,0,0.0,1.0,4,0,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.2516291673878228,0.02191305160522461
traffic_record_scan_5.pcap,172.16.0.33:45404->172.19.0.8:443,6,172.16.0.33,45404,172.19.0.8,443,6,3,3,5652,2686,2966,942.0,98,1294,504.3226480471934,254341.33333333334,0.5353743609842817,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,988.6666666666666,378,1294,431.80654104458506,186456.8888888889,0.43675644744900716,0.0026723861694335936,0.0,0.009727001190185547,0.0037608437816943406,1.414394595030899e-05,0.006588459014892578,0.0,0.013176918029785156,0.006588459014892578,4.340779219091928e-05,0.001817464828491211,1.7881393432617188e-05,0.0036170482635498047,0.0017995834350585938,3.238500539737288e-06,0,6,0.0,1.0,0,0.0,1.0,4,0,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.2516291673878228,0.013361930847167969
traffic_record_scan_5.pcap,172.16.0.31:48542->172.19.0.8:443,6,172.16.0.31,48542,172.19.0.8,443,6,3,3,5652,2686,2966,942.0,98,1294,504.3226480471934,254341.33333333334,0.5353743609842817,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,988.6666666666666,378,1294,431.80654104458506,186456.8888888889,0.43675644744900716,0.0024555683135986327,0.0,0.008708000183105469,0.0033677337777335793,1.1341630797687685e-05,0.006026506423950195,0.0,0.01205301284790039,0.006026506423950195,3.631877967791297e-05,0.0017849206924438477,3.1948089599609375e-05,0.003537893295288086,0.0017529726028442383,3.0729129463225036e-06,0,6,0.0,1.0,0,0.0,1.0,4,0,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.2516291673878228,0.012277841567993164
traffic_record_scan_5.pcap,172.16.0.37:33589->172.19.0.8:443,6,172.16.0.37,33589,172.19.0.8,443,6,3,3,5646,2686,2960,941.0,98,1294,505.44468869831184,255474.33333333334,0.5371356946847097,895.3333333333334,98,1294,563.7998068660739,317870.22222222225,0.6297093896493752,986.6666666666666,372,1294,434.63496816933116,188907.55555555553,0.44050841368513294,0.003945016860961914,1.1920928955078125e-05,0.009695053100585938,0.00378655125308795,1.4337970392261924e-05,0.0065305233001708984,1.1920928955078125e-05,0.013049125671386719,0.00651860237121582,4.2492176874020515e-05,0.005015015602111816,2.2172927856445312e-05,0.010007858276367188,0.004992842674255371,2.4928477969865526e-05,0,6,0.0,1.0,0,0.0,1.0,4,0,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.2516291673878228,0.01972508430480957
